c1, c2, dist, nm
19, 23, 1084, -14
19, 24, 1148, -22
19, 25, 837, 7
19, 26, 1167, 2
19, 27, 1366, 3
19, 28, 1071, -3
19, 29, 808, 20
19, 30, 709, -17
19, 31, 1481, 4
19, 32, 1615, -5
19, 33, 546, -4
19, 34, 1018, -13
19, 35, 818, 6
19, 36, 1053, -19
19, 37, 437, 8
19, 38, 821, 71
19, 39, 390, -10
19, 40, 1115, -14
19, 41, 583, 10
19, 42, 983, -7
19, 43, 1326, -4
19, 44, 1664, 8
19, 45, 910, -13
19, 46, 1024, -8
19, 47, 1620, -1
19, 48, 863, 0
19, 49, 452, 8
19, 50, 817, 40
19, 51, 1503, 8
19, 52, 1028, 4
19, 53, 1563, -8
19, 54, 619, 3
19, 55, 1460, 4
19, 56, 725, -23
19, 57, 728, 7
19, 58, 906, 7
19, 59, 791, 37
19, 60, 973, 14
19, 61, 908, 3
19, 62, 939, 34
19, 63, 391, 4
19, 64, 844, -2
19, 65, 757, 13
19, 66, 1761, -4
19, 67, 582, 8
19, 68, 700, -6
19, 69, 505, 6
19, 70, 1554, -5
19, 71, 1432, -2
19, 72, 1137, -9
19, 73, 821, -6
20, 21, 1683, 5
20, 22, 1876, 3
20, 23, 1304, 1
20, 24, 1414, 0
20, 25, 838, -7
20, 26, 1271, 4
20, 27, 1541, 2
20, 28, 1320, 4
20, 29, 656, -2
20, 30, 1143, -4
20, 31, 1456, -2
20, 32, 1885, 0
20, 33, 834, 0
20, 34, 1243, 7
20, 35, 759, -10
20, 36, 1360, -2
20, 37, 818, -12
20, 38, 715, 15
20, 39, 286, -35
20, 40, 1419, -2
20, 41, 379, 58
20, 42, 1251, -9
20, 43, 1480, 2
20, 44, 1609, 1
20, 45, 1264, 1
20, 46, 1286, 4
20, 47, 1891, 3
20, 48, 587, -7
20, 49, 571, -5
20, 50, 682, 0
20, 51, 1499, -5
20, 52, 975, 0
20, 53, 1821, 4
20, 54, 326, 17
20, 55, 1431, -1
20, 56, 1156, 4
20, 57, 582, 21
20, 58, 968, -2
20, 59, 618, 5
20, 60, 1005, 7
20, 61, 950, -12
20, 62, 955, 5
20, 63, 644, -12
20, 64, 970, -7
20, 65, 1008, -1
20, 66, 2055, 2
20, 67, 527, -14
20, 68, 510, -7
20, 69, 662, -10
20, 70, 1750, -2
20, 71, 1603, 9
20, 72, 1453, 3
20, 73, 498, 5
21, 22, 268, 17
21, 23, 444, 16
21, 24, 294, 111
21, 25, 2191, 13
21, 26, 692, 10
21, 27, 465, 42
21, 28, 390, 6
21, 29, 1282, 43
21, 30, 750, 20
21, 31, 1044, 13
21, 32, 277, 5
21, 33, 855, 24
21, 34, 482, 11
21, 35, 2186, 7
21, 36, 2098, -1779
21, 37, 933, 13
21, 38, 2192, 52
21, 39, 1398, 4
21, 40, 264, -2
21, 41, 1934, 18
21, 42, 436, 5
21, 43, 531, 14
21, 44, 1189, 31
21, 45, 467, 28
21, 46, 2148, 9
21, 47, 280, 13
21, 48, 1483, 3
21, 49, 1114, 6
21, 50, 2188, 30
21, 51, 994, 36
21, 52, 1075, 7
21, 53, 265, 19
21, 54, 1943, 12
21, 55, 1048, 15
21, 56, 732, 144
21, 57, 2097, 4
21, 58, 2231, 15
21, 59, 2159, 28
21, 60, 2305, 12
21, 61, 2241, 15
21, 62, 2282, 43
21, 63, 1046, 6
21, 64, 794, 18
21, 65, 676, 11
21, 66, 390, 7
21, 67, 1222, 14
21, 68, 1357, 5
21, 69, 1024, 13
21, 70, 438, 2
21, 71, 481, 9
21, 72, 234, 153
21, 73, 1550, -2
22, 23, 577, 3
22, 24, 464, -5
22, 25, 2435, 1
22, 26, 739, -7
22, 27, 442, -1
22, 28, 555, -4
22, 29, 1406, 11
22, 30, 1014, -1
22, 31, 999, -2
22, 32, 10, 22
22, 33, 1070, 8
22, 34, 634, -3
22, 35, 2423, 1
22, 36, 2365, -8
22, 37, 1171, 3
22, 38, 2425, 13
22, 39, 1589, 2
22, 40, 492, 4
22, 41, 2152, 5
22, 42, 630, 8
22, 43, 524, -15
22, 44, 1109, 12
22, 45, 721, -17
22, 46, 2414, -1
22, 47, 15, 49
22, 48, 1604, -4
22, 49, 1305, -2
22, 50, 2418, 5
22, 51, 937, 7
22, 52, 1150, 3
22, 53, 71, 31
22, 54, 2154, -3
22, 55, 1009, 2
22, 56, 995, -12
22, 57, 2325, 1
22, 58, 2481, 1
22, 59, 2384, 8
22, 60, 2554, 3
22, 61, 2490, -1
22, 62, 2529, 4
22, 63, 1257, -2
22, 64, 934, 1
22, 65, 872, 7
22, 66, 196, 30
22, 67, 1385, 0
22, 68, 1501, 1
22, 69, 1214, -3
22, 70, 294, 6
22, 71, 419, 7
22, 72, 479, -29
22, 73, 1683, 1
23, 24, 154, -31
23, 25, 1922, 7
23, 26, 293, 30
23, 27, 292, 3
23, 28, 79, 57
23, 29, 843, 40
23, 30, 669, -3
23, 31, 710, 11
23, 32, 586, -2
23, 33, 538, 10
23, 34, 65, 36
23, 35, 1897, 1
23, 36, 1981, 3
23, 37, 678, -3
23, 38, 1890, 19
23, 39, 1017, 1
23, 40, 251, 7
23, 41, 1599, 5
23, 42, 150, 12
23, 43, 279, 14
23, 44, 889, 22
23, 45, 389, -4
23, 46, 2003, 1
23, 47, 592, 22
23, 48, 1043, -8
23, 49, 735, 7
23, 50, 1878, 11
23, 51, 680, 8
23, 52, 634, 1
23, 53, 518, 13
23, 54, 1592, 5
23, 55, 705, 4
23, 56, 656, -12
23, 57, 1781, 5
23, 58, 1987, 5
23, 59, 1838, 14
23, 60, 2056, 6
23, 61, 1991, 4
23, 62, 2024, 12
23, 63, 708, 11
23, 64, 359, 17
23, 65, 326, 6
23, 66, 766, 4
23, 67, 807, 19
23, 68, 927, 10
23, 69, 646, 17
23, 70, 470, -1
23, 71, 357, 19
23, 72, 300, -22
23, 73, 1115, -4
24, 25, 1984, -2
24, 26, 434, 13
24, 27, 321, 4
24, 28, 97, 29
24, 29, 988, 6
24, 30, 636, 11
24, 31, 832, 1
24, 32, 474, 4
24, 33, 608, 4
24, 34, 188, 10
24, 35, 1967, 3
24, 36, 1983, -8
24, 37, 721, -2
24, 38, 1966, 16
24, 39, 1127, -3
24, 40, 119, 6
24, 41, 1688, 10
24, 42, 167, 25
24, 43, 347, 9
24, 44, 1002, 1
24, 45, 331, 4
24, 46, 2016, -5
24, 47, 480, 7
24, 48, 1189, 0
24, 49, 842, 2
24, 50, 1957, 14
24, 51, 795, 15
24, 52, 789, 0
24, 53, 416, 14
24, 54, 1689, 2
24, 55, 831, 9
24, 56, 621, -31
24, 57, 1863, 2
24, 58, 2038, 0
24, 59, 1922, 2
24, 60, 2110, 5
24, 61, 2045, -1
24, 62, 2081, 11
24, 63, 792, 3
24, 64, 500, 11
24, 65, 408, 5
24, 66, 641, 12
24, 67, 935, 2
24, 68, 1065, 1
24, 69, 751, 6
24, 70, 436, 7
24, 71, 374, 19
24, 72, 161, -83
24, 73, 1257, 1
25, 26, 1984, 0
25, 27, 2201, -4
25, 28, 1908, -1
25, 29, 1474, 2
25, 30, 1473, -7
25, 31, 2248, -4
25, 32, 2445, 1
25, 33, 1384, -14
25, 34, 1856, -4
25, 35, 109, 38
25, 36, 750, -20
25, 37, 1264, -8
25, 38, 186, 106
25, 39, 1028, -2
25, 40, 1943, 1
25, 41, 467, 32
25, 42, 1819, 0
25, 43, 2158, -4
25, 44, 2416, 1
25, 45, 1724, 0
25, 46, 624, -11
25, 47, 2450, 4
25, 48, 1425, 5
25, 49, 1241, -6
25, 50, 236, 20
25, 51, 2282, -1
25, 52, 1769, -3
25, 53, 2397, -4
25, 54, 550, -8
25, 55, 2225, 0
25, 56, 1491, -9
25, 57, 292, 20
25, 58, 149, 49
25, 59, 305, -1
25, 60, 168, 9
25, 61, 120, 4
25, 62, 117, -49
25, 63, 1220, -13
25, 64, 1660, -1
25, 65, 1595, 2
25, 66, 2582, 0
25, 67, 1295, 0
25, 68, 1331, 7
25, 69, 1315, -13
25, 70, 2392, 1
25, 71, 2267, 1
25, 72, 1960, -2
25, 73, 1335, 6
26, 27, 308, -17
26, 28, 373, -5
26, 29, 697, 28
26, 30, 911, -3
26, 31, 425, 19
26, 32, 745, -9
26, 33, 657, -12
26, 34, 311, 3
26, 35, 1944, 5
26, 36, 2148, -13
26, 37, 826, 0
26, 38, 1924, 18
26, 39, 997, 10
26, 40, 542, -9
26, 41, 1609, 3
26, 42, 424, -12
26, 43, 229, -24
26, 44, 611, 10
26, 45, 664, -15
26, 46, 2152, -3
26, 47, 753, 9
26, 48, 886, 1
26, 49, 745, 6
26, 50, 1905, 11
26, 51, 406, 32
26, 52, 411, 4
26, 53, 670, -5
26, 54, 1585, 4
26, 55, 417, 17
26, 56, 901, 2
26, 57, 1804, 0
26, 58, 2069, 15
26, 59, 1855, 16
26, 60, 2132, 3
26, 61, 2068, 2
26, 62, 2094, 14
26, 63, 776, 7
26, 64, 324, 2
26, 65, 472, -13
26, 66, 935, -2
26, 67, 744, 4
26, 68, 815, 0
26, 69, 669, 20
26, 70, 516, -2
26, 71, 357, 8
26, 72, 590, -32
26, 73, 975, -12
27, 28, 337, -14
27, 29, 1000, 23
27, 30, 945, 13
27, 31, 582, 15
27, 32, 447, 8
27, 33, 823, 6
27, 34, 355, 33
27, 35, 2172, 5
27, 36, 2272, -17
27, 37, 969, -6
27, 38, 2160, 22
27, 39, 1259, 2
27, 40, 436, -26
27, 41, 1859, 13
27, 42, 431, 4
27, 43, 82, 3
27, 44, 724, 22
27, 45, 647, -5
27, 46, 2295, -7
27, 47, 454, 20
27, 48, 1193, -4
27, 49, 987, -4
27, 50, 2146, 17
27, 51, 529, 22
27, 52, 719, 2
27, 53, 371, 14
27, 54, 1844, 3
27, 55, 588, 11
27, 56, 931, -11
27, 57, 2047, 1
27, 58, 2271, 3
27, 59, 2102, 10
27, 60, 2339, 6
27, 61, 2274, 2
27, 62, 2306, 17
27, 63, 982, 13
27, 64, 571, 17
27, 65, 612, 17
27, 66, 635, 14
27, 67, 1022, 2
27, 68, 1112, 1
27, 69, 901, 8
27, 70, 212, 16
27, 71, 66, 17
27, 72, 468, 0
27, 73, 1279, -5
28, 29, 892, 32
28, 30, 609, 9
28, 31, 789, 3
28, 32, 564, 6
28, 33, 526, 18
28, 34, 92, 21
28, 35, 1888, -2
28, 36, 1938, 6
28, 37, 652, 13
28, 38, 1884, 15
28, 39, 1033, -6
28, 40, 174, 2
28, 41, 1602, 4
28, 42, 95, 14
28, 43, 340, 11
28, 44, 966, 19
28, 45, 318, -6
28, 46, 1964, 1
28, 47, 571, 12
28, 48, 1092, -3
28, 49, 749, 4
28, 50, 1874, 19
28, 51, 758, 35
28, 52, 702, 7
28, 53, 503, 16
28, 54, 1600, 1
28, 55, 784, 12
28, 56, 595, -21
28, 57, 1779, 2
28, 58, 1967, -1
28, 59, 1837, 14
28, 60, 2038, 7
28, 61, 1973, -2
28, 62, 2008, 10
28, 63, 706, 8
28, 64, 404, 18
28, 65, 320, 24
28, 66, 736, 3
28, 67, 838, 11
28, 68, 968, 5
28, 69, 658, 3
28, 70, 491, 10
28, 71, 399, 16
28, 72, 223, -27
28, 73, 1160, -5
29, 30, 1052, -20
29, 31, 803, -10
29, 32, 1413, -3
29, 33, 635, -14
29, 34, 800, -20
29, 35, 1406, 1
29, 36, 1858, -35
29, 37, 758, -23
29, 38, 1368, 31
29, 39, 457, -8
29, 40, 1044, -14
29, 41, 1033, 12
29, 42, 862, -38
29, 43, 925, -12
29, 44, 952, 2
29, 45, 997, -7
29, 46, 1817, -1
29, 47, 1420, -3
29, 48, 200, -12
29, 49, 410, -73
29, 50, 1337, -4
29, 51, 850, -10
29, 52, 328, 8
29, 53, 1340, -21
29, 54, 982, 2
29, 55, 778, -11
29, 56, 1055, -24
29, 57, 1237, 7
29, 58, 1590, 2
29, 59, 1275, -4
29, 60, 1638, -6
29, 61, 1579, -1
29, 62, 1591, -5
29, 63, 553, -41
29, 64, 488, -52
29, 65, 669, -31
29, 66, 1600, -1
29, 67, 230, -8
29, 68, 146, -2
29, 69, 434, -70
29, 70, 1211, -6
29, 71, 1053, -23
29, 72, 1091, -13
29, 73, 279, -13
30, 31, 1331, 0
30, 32, 1023, 1
30, 33, 417, -11
30, 34, 620, -2
30, 35, 1483, 3
30, 36, 1356, -8
30, 37, 333, 2
30, 38, 1501, 29
30, 39, 904, -8
30, 40, 546, 1
30, 41, 1292, 6
30, 42, 519, -5
30, 43, 947, -4
30, 44, 1521, 6
30, 45, 307, -7
30, 46, 1400, -1
30, 47, 1027, 6
30, 48, 1216, -9
30, 49, 685, 1
30, 50, 1506, 11
30, 51, 1317, 9
30, 52, 1052, -6
30, 53, 993, 11
30, 54, 1326, 1
30, 55, 1320, 6
30, 56, 18, -51
30, 57, 1425, -4
30, 58, 1497, 11
30, 59, 1490, 15
30, 60, 1573, 5
30, 61, 1511, 1
30, 62, 1554, 14
30, 63, 546, -4
30, 64, 704, 2
30, 65, 466, 12
30, 66, 1131, 2
30, 67, 869, 12
30, 68, 1040, -6
30, 69, 627, 6
30, 70, 1070, 6
30, 71, 1005, 4
30, 72, 542, -13
30, 73, 1235, -6
31, 32, 1001, 2
31, 33, 1031, -3
31, 34, 735, -11
31, 35, 2191, 0
31, 36, 2508, -15
31, 37, 1206, -8
31, 38, 2159, 11
31, 39, 1221, 0
31, 40, 949, -10
31, 41, 1827, 2
31, 42, 848, -16
31, 43, 513, -10
31, 44, 192, 17
31, 45, 1089, -6
31, 46, 2498, -3
31, 47, 1008, 4
31, 48, 936, 2
31, 49, 1030, -3
31, 50, 2131, -3
31, 51, 70, -38
31, 52, 482, -1
31, 53, 929, -8
31, 54, 1782, 4
31, 55, 25, 9
31, 56, 1322, -5
31, 57, 2030, 3
31, 58, 2351, 4
31, 59, 2072, 5
31, 60, 2407, -1
31, 61, 2344, -2
31, 62, 2363, 1
31, 63, 1106, 0
31, 64, 672, -25
31, 65, 876, -12
31, 66, 1178, 0
31, 67, 953, 7
31, 68, 948, 6
31, 69, 978, -7
31, 70, 710, 3
31, 71, 583, -20
31, 72, 994, -11
31, 73, 1040, 1
32, 33, 1080, -4
32, 34, 643, -7
32, 35, 2433, 2
32, 36, 2375, -3
32, 37, 1180, 0
32, 38, 2435, 7
32, 39, 1598, -2
32, 40, 502, 1
32, 41, 2162, 1
32, 42, 640, 1
32, 43, 528, 4
32, 44, 1110, 11
32, 45, 731, 2
32, 46, 2424, -2
32, 47, 7, 6
32, 48, 1611, -1
32, 49, 1314, -1
32, 50, 2428, -2
32, 51, 939, -1
32, 52, 1156, 1
32, 53, 76, -6
32, 54, 2163, 1
32, 55, 1012, 1
32, 56, 1005, -2
32, 57, 2334, 2
32, 58, 2491, -1
32, 59, 2394, 2
32, 60, 2564, 4
32, 61, 2500, 2
32, 62, 2539, 5
32, 63, 1266, -1
32, 64, 942, -2
32, 65, 882, -1
32, 66, 189, 1
32, 67, 1393, 6
32, 68, 1509, 3
32, 69, 1223, -1
32, 70, 295, 1
32, 71, 423, -5
32, 72, 489, -9
32, 73, 1690, -4
33, 34, 472, -18
33, 35, 1362, 3
33, 36, 1491, -14
33, 37, 174, 34
33, 38, 1358, 34
33, 39, 558, -7
33, 40, 591, -8
33, 41, 1082, 25
33, 42, 441, -22
33, 43, 788, 1
33, 44, 1224, 16
33, 45, 433, -11
33, 46, 1496, 0
33, 47, 1086, 19
33, 48, 802, -4
33, 49, 291, 20
33, 50, 1349, 27
33, 51, 1036, 9
33, 52, 669, -2
33, 53, 1025, 8
33, 54, 1088, 1
33, 55, 1015, 6
33, 56, 420, -20
33, 57, 1254, 4
33, 58, 1449, 9
33, 59, 1313, 29
33, 60, 1518, 4
33, 61, 1453, 7
33, 62, 1486, 14
33, 63, 191, -16
33, 64, 360, 5
33, 65, 211, 22
33, 66, 1238, 4
33, 67, 460, 11
33, 68, 630, -6
33, 69, 217, 56
33, 70, 1008, 3
33, 71, 889, -16
33, 72, 622, -6
33, 73, 828, 0
34, 35, 1831, -2
34, 36, 1920, -6
34, 37, 613, 0
34, 38, 1824, 25
34, 39, 956, 6
34, 40, 259, 10
34, 41, 1535, 9
34, 42, 113, 6
34, 43, 336, 3
34, 44, 919, 15
34, 45, 354, -3
34, 46, 1940, 1
34, 47, 649, 15
34, 48, 1000, -2
34, 49, 673, 1
34, 50, 1813, 17
34, 51, 711, 20
34, 52, 613, 2
34, 53, 578, 15
34, 54, 1529, 0
34, 55, 728, 2
34, 56, 608, -11
34, 57, 1716, 0
34, 58, 1921, 1
34, 59, 1773, 7
34, 60, 1990, 5
34, 61, 1925, 1
34, 62, 1958, 10
34, 63, 643, 13
34, 64, 312, 16
34, 65, 260, 26
34, 66, 820, 3
34, 67, 752, 5
34, 68, 878, 8
34, 69, 583, 8
34, 70, 535, 3
34, 71, 421, 13
34, 72, 309, -1
34, 73, 1069, 0
35, 36, 854, 23
35, 37, 1253, 5
35, 38, 76, 48
35, 39, 969, -13
35, 40, 1933, -2
35, 41, 381, 45
35, 42, 1801, 0
35, 43, 2125, -2
35, 44, 2354, 0
35, 45, 1721, 3
35, 46, 730, 11
35, 47, 2439, 2
35, 48, 1346, -2
35, 49, 1198, -10
35, 50, 126, 6
35, 51, 2227, 0
35, 52, 1709, -1
35, 53, 2382, 0
35, 54, 457, 21
35, 55, 2167, -2
35, 56, 1501, -8
35, 57, 191, 51
35, 58, 258, -20
35, 59, 196, 17
35, 60, 264, 21
35, 61, 227, -36
35, 62, 209, -2
35, 63, 1190, -8
35, 64, 1621, -3
35, 65, 1571, 1
35, 66, 2576, 0
35, 67, 1238, -11
35, 68, 1261, -13
35, 69, 1276, -6
35, 70, 2366, 3
35, 71, 2238, 0
35, 72, 1953, -1
35, 73, 1254, 11
36, 37, 1322, 5
36, 38, 928, 167
36, 39, 1413, 4
36, 40, 1902, -3
36, 41, 1090, 12
36, 42, 1843, 6
36, 43, 2256, 5
36, 44, 2697, 33
36, 45, 1662, -6
36, 46, 137, 212
36, 47, 2378, 8
36, 48, 1886, -3
36, 49, 1498, -10
36, 50, 975, 52
36, 51, 2521, 32
36, 52, 2076, 3
36, 53, 2349, 21
36, 54, 1186, -2
36, 55, 2489, 9
36, 56, 1374, 65
36, 57, 997, -4
36, 58, 624, -12
36, 59, 1033, 51
36, 60, 674, 14
36, 61, 661, -6
36, 62, 709, 85
36, 63, 1403, 2
36, 64, 1842, 22
36, 65, 1683, 5
36, 66, 2464, 14
36, 67, 1634, 14
36, 68, 1739, 6
36, 69, 1535, 6
36, 70, 2420, 4
36, 71, 2336, 10
36, 72, 1899, 15
36, 73, 1822, -2
37, 38, 1258, 48
37, 39, 570, 7
37, 40, 679, -4
37, 41, 1009, 18
37, 42, 559, -11
37, 43, 942, -9
37, 44, 1398, 9
37, 45, 474, -17
37, 46, 1332, -10
37, 47, 1186, 6
37, 48, 904, 9
37, 49, 363, 36
37, 50, 1254, 19
37, 51, 1210, 6
37, 52, 834, -2
37, 53, 1132, -4
37, 54, 1030, -1
37, 55, 1189, 2
37, 56, 344, -15
37, 57, 1165, 7
37, 58, 1317, 15
37, 59, 1227, 23
37, 60, 1388, 5
37, 61, 1324, 12
37, 62, 1360, 17
37, 63, 218, 29
37, 64, 534, 27
37, 65, 362, -1
37, 66, 1324, -1
37, 67, 554, 18
37, 68, 725, 7
37, 69, 324, 38
37, 70, 1142, 1
37, 71, 1035, -7
37, 72, 699, -7
37, 73, 912, 0
38, 39, 940, -7
38, 40, 1936, -16
38, 41, 335, -29
38, 42, 1799, -27
38, 43, 2111, -14
38, 44, 2319, -4
38, 45, 1729, -41
38, 46, 806, -81
38, 47, 2440, -6
38, 48, 1299, -16
38, 49, 1180, -81
38, 50, 50, -65
38, 51, 2197, -19
38, 52, 1677, -4
38, 53, 2382, -18
38, 54, 402, -15
38, 55, 2135, -3
38, 56, 1518, -47
38, 57, 133, -57
38, 58, 334, -16
38, 59, 123, -129
38, 60, 333, -68
38, 61, 301, -38
38, 62, 279, -263
38, 63, 1181, -72
38, 64, 1604, -28
38, 65, 1566, -32
38, 66, 2582, -4
38, 67, 1208, -11
38, 68, 1222, 1
38, 69, 1261, -55
38, 70, 2358, -5
38, 71, 2226, -7
38, 72, 1958, -31
38, 73, 1204, -4
39, 40, 1135, 3
39, 41, 615, 36
39, 42, 965, 9
39, 43, 1200, -1
39, 44, 1388, 2
39, 45, 991, 2
39, 46, 1365, 0
39, 47, 1604, 5
39, 48, 476, 0
39, 49, 284, -10
39, 50, 916, 2
39, 51, 1257, 2
39, 52, 741, 7
39, 53, 1534, 5
39, 54, 588, 24
39, 55, 1197, -1
39, 56, 915, -4
39, 57, 814, 19
39, 58, 1137, -1
39, 59, 861, 8
39, 60, 1189, 7
39, 61, 1128, -2
39, 62, 1144, 0
39, 63, 373, 2
39, 64, 688, -7
39, 65, 723, 1
39, 66, 1769, 5
39, 67, 268, -12
39, 68, 327, 21
39, 69, 375, -17
39, 70, 1466, -3
39, 71, 1322, -1
39, 72, 1170, -7
39, 73, 430, 2
40, 41, 1672, 11
40, 42, 182, 15
40, 43, 466, 11
40, 44, 1120, 14
40, 45, 240, -18
40, 46, 1941, -5
40, 47, 507, 19
40, 48, 1243, -8
40, 49, 851, 7
40, 50, 1931, 1
40, 51, 913, 21
40, 52, 873, 8
40, 53, 458, 17
40, 54, 1680, -2
40, 55, 947, 3
40, 56, 529, -8
40, 57, 1839, 2
40, 58, 1989, 6
40, 59, 1899, 7
40, 60, 2063, 3
40, 61, 1998, 4
40, 62, 2036, 11
40, 63, 782, 8
40, 64, 558, 16
40, 65, 414, 11
40, 66, 647, 8
40, 67, 966, 14
40, 68, 1107, 11
40, 69, 761, 5
40, 70, 526, 4
40, 71, 484, 14
40, 72, 49, -4
40, 73, 1304, -1
41, 42, 1521, -12
41, 43, 1805, -7
41, 44, 1985, -1
41, 45, 1483, -5
41, 46, 993, -6
41, 47, 2168, 2
41, 48, 965, -20
41, 49, 872, -18
41, 50, 304, -4
41, 51, 1867, -6
41, 52, 1344, -4
41, 53, 2104, -3
41, 54, 95, -64
41, 55, 1802, -4
41, 56, 1309, -12
41, 57, 203, -71
41, 58, 606, -25
41, 59, 246, -16
41, 60, 635, 2
41, 61, 585, -23
41, 62, 583, -11
41, 63, 895, -23
41, 64, 1293, -10
41, 65, 1281, -6
41, 66, 2319, 1
41, 67, 880, -24
41, 68, 887, -25
41, 69, 957, -18
41, 70, 2062, -5
41, 71, 1923, -5
41, 72, 1699, -7
41, 73, 872, -21
42, 43, 428, 0
42, 44, 1031, 12
42, 45, 241, -15
42, 46, 1869, -1
42, 47, 646, -2
42, 48, 1061, 2
42, 49, 681, 6
42, 50, 1790, 11
42, 51, 823, 11
42, 52, 706, 1
42, 53, 583, 4
42, 54, 1523, 3
42, 55, 842, 8
42, 56, 506, 0
42, 57, 1696, -5
42, 58, 1876, 10
42, 59, 1755, 15
42, 60, 1947, 6
42, 61, 1882, 2
42, 62, 1917, 10
42, 63, 626, 0
42, 64, 378, -9
42, 65, 243, 23
42, 66, 804, 9
42, 67, 786, 13
42, 68, 926, 2
42, 69, 590, 16
42, 70, 585, -1
42, 71, 493, 3
42, 72, 228, -18
42, 73, 1122, -2
43, 44, 666, 23
43, 45, 658, 2
43, 46, 2273, -7
43, 47, 536, 12
43, 48, 1116, -8
43, 49, 933, -5
43, 50, 2095, 6
43, 51, 464, 32
43, 52, 639, 3
43, 53, 452, -6
43, 54, 1787, 9
43, 55, 517, 10
43, 56, 934, -8
43, 57, 1995, 3
43, 58, 2232, 2
43, 59, 2049, 15
43, 60, 2299, 0
43, 61, 2234, 4
43, 62, 2264, 1
43, 63, 938, -1
43, 64, 512, 8
43, 65, 580, 3
43, 66, 717, -1
43, 67, 957, 5
43, 68, 1040, 0
43, 69, 850, -4
43, 70, 286, 4
43, 71, 128, -3
43, 72, 504, -3
43, 73, 1204, -4
44, 45, 1273, -19
44, 46, 2684, -3
44, 47, 1116, -10
44, 48, 1063, -1
44, 49, 1212, 2
44, 50, 2289, 1
44, 51, 208, -34
44, 52, 647, -2
44, 53, 1043, -14
44, 54, 1935, -4
44, 55, 208, -5
44, 56, 1512, -10
44, 57, 2188, -3
44, 58, 2523, 0
44, 59, 2227, 0
44, 60, 2577, 1
44, 61, 2515, 0
44, 62, 2532, 0
44, 63, 1293, -6
44, 64, 864, -16
44, 65, 1068, -17
44, 66, 1275, -3
44, 67, 1121, -10
44, 68, 1099, -3
44, 69, 1163, 0
44, 70, 815, -12
44, 71, 712, -18
44, 72, 1163, -23
44, 73, 1167, -5
45, 46, 1701, 2
45, 47, 735, -1
45, 48, 1187, -2
45, 49, 721, 6
45, 50, 1727, 17
45, 51, 1065, 20
45, 52, 903, 0
45, 53, 694, 9
45, 54, 1500, 6
45, 55, 1082, 8
45, 56, 291, -39
45, 57, 1639, 5
45, 58, 1763, 3
45, 59, 1701, 7
45, 60, 1838, 7
45, 61, 1774, -5
45, 62, 1814, 12
45, 63, 620, 0
45, 64, 550, 6
45, 65, 328, 21
45, 66, 858, 9
45, 67, 870, 4
45, 68, 1030, 4
45, 69, 637, 7
45, 70, 763, -3
45, 71, 703, 8
45, 72, 242, -57
45, 73, 1231, -5
46, 47, 2427, 0
46, 48, 1831, -6
46, 49, 1475, -8
46, 50, 854, 31
46, 51, 2514, 11
46, 52, 2053, 5
46, 53, 2393, 2
46, 54, 1088, -10
46, 55, 2478, 2
46, 56, 1418, 36
46, 57, 883, -10
46, 58, 492, -9
46, 59, 915, 13
46, 60, 538, 7
46, 61, 529, -2
46, 62, 575, 52
46, 63, 1392, 1
46, 64, 1840, 4
46, 65, 1695, 2
46, 66, 2521, 1
46, 67, 1599, 4
46, 68, 1693, 0
46, 69, 1520, 2
46, 70, 2451, 0
46, 71, 2359, -4
46, 72, 1941, 7
46, 73, 1762, 1
47, 48, 1618, -4
47, 49, 1320, 3
47, 50, 2433, 2
47, 51, 946, 2
47, 52, 1163, -1
47, 53, 83, -29
47, 54, 2169, -2
47, 55, 1019, -2
47, 56, 1009, -11
47, 57, 2340, -4
47, 58, 2496, 0
47, 59, 2400, 3
47, 60, 2569, -4
47, 61, 2505, 2
47, 62, 2544, 3
47, 63, 1272, -9
47, 64, 949, -9
47, 65, 888, 7
47, 66, 182, 10
47, 67, 1400, -3
47, 68, 1516, -5
47, 69, 1229, -8
47, 70, 301, -6
47, 71, 430, -23
47, 72, 493, -12
47, 73, 1697, -3
48, 49, 541, -11
48, 50, 1262, 0
48, 51, 991, -6
48, 52, 493, 1
48, 53, 1538, -2
48, 54, 899, 18
48, 55, 911, -3
48, 56, 1221, 1
48, 57, 1165, 22
48, 58, 1553, -1
48, 59, 1194, 5
48, 60, 1592, -2
48, 61, 1537, -1
48, 62, 1542, 5
48, 63, 688, -2
48, 64, 688, 4
48, 65, 860, -6
48, 66, 1799, 1
48, 67, 349, 3
48, 68, 180, -12
48, 69, 589, -5
48, 70, 1403, 1
48, 71, 1244, 1
48, 72, 1289, 0
48, 73, 104, 8
49, 50, 1162, 4
49, 51, 1055, 6
49, 52, 578, 4
49, 53, 1251, 0
49, 54, 858, 10
49, 55, 1009, 6
49, 56, 692, -10
49, 57, 1062, 7
49, 58, 1331, 13
49, 59, 1115, 26
49, 60, 1392, -2
49, 61, 1328, 9
49, 62, 1352, -2
49, 63, 146, -44
49, 64, 423, -35
49, 65, 438, -18
49, 66, 1484, 5
49, 67, 192, 43
49, 68, 361, 5
49, 69, 91, -42
49, 70, 1191, 2
49, 71, 1051, 0
49, 72, 888, -14
49, 73, 550, 6
50, 51, 2171, 2
50, 52, 1649, 0
50, 53, 2374, -7
50, 54, 363, -25
50, 55, 2107, 2
50, 56, 1523, -23
50, 57, 101, 9
50, 58, 384, 7
