c1, c2, dist, nm
5, 45, 1141, 3
5, 46, 1098, 2
5, 47, 1815, 0
5, 48, 734, -5
5, 49, 522, 2
5, 50, 639, -1
5, 51, 1547, 18
5, 52, 1034, 4
5, 53, 1751, 9
5, 54, 359, -6
5, 55, 1489, 3
5, 56, 992, -9
5, 57, 540, 1
5, 58, 844, -1
5, 59, 593, 24
5, 60, 895, 0
5, 61, 834, -1
5, 62, 851, -2
5, 63, 543, 0
5, 64, 946, -6
5, 65, 928, -12
5, 66, 1969, 4
5, 67, 559, 5
5, 68, 610, 4
5, 69, 606, 11
5, 70, 1709, -9
5, 71, 1573, 2
5, 72, 1351, 1
5, 73, 663, -15
6, 7, 1063, 17
6, 8, 283, -14
6, 9, 1044, 17
6, 10, 1256, -23
6, 11, 251, -17
6, 12, 1067, 4
6, 13, 824, -9
6, 14, 798, 2
6, 15, 1387, -5
6, 16, 829, -4
6, 17, 1226, 1
6, 18, 1010, -9
6, 19, 732, -7
6, 20, 486, 4
6, 21, 1431, -24
6, 22, 1572, -15
6, 23, 1000, -6
6, 24, 1139, -2
6, 25, 1319, -20
6, 26, 879, -13
6, 27, 1179, -7
6, 28, 1042, -4
6, 29, 189, -15
6, 30, 1110, -4
6, 31, 988, -8
6, 32, 1580, -3
6, 33, 702, -7
6, 34, 952, -3
6, 35, 1245, -2
6, 36, 1759, -4
6, 37, 790, 0
6, 38, 1201, 11
6, 39, 346, -21
6, 40, 1183, -4
6, 41, 866, 14
6, 42, 1001, -2
6, 43, 1106, -12
6, 44, 1130, 10
6, 45, 1105, 0
6, 46, 1706, -10
6, 47, 1587, 12
6, 48, 130, 14
6, 49, 426, -13
6, 50, 1168, 5
6, 51, 1037, -3
6, 52, 518, 4
6, 53, 1509, 1
6, 54, 808, 11
6, 55, 963, 1
6, 56, 1116, -11
6, 57, 1069, 6
6, 58, 1442, -12
6, 59, 1103, -4
6, 60, 1485, -8
6, 61, 1428, 0
6, 62, 1436, -7
6, 63, 572, 0
6, 64, 641, -6
6, 65, 784, -6
6, 66, 1764, -6
6, 67, 241, -12
6, 68, 75, -1
6, 69, 485, -16
6, 70, 1391, 3
6, 71, 1234, 5
6, 72, 1227, -2
6, 73, 126, 10
7, 8, 1067, -5
7, 9, 1504, 19
7, 10, 1820, -7
7, 11, 1064, -16
7, 12, 1435, -1
7, 13, 1569, -9
7, 14, 603, -2
7, 15, 2075, -13
7, 16, 1072, -15
7, 17, 2005, -12
7, 18, 1958, 4
7, 19, 602, -5
7, 20, 588, -9
7, 21, 1972, -25
7, 22, 2207, -5
7, 23, 1680, -9
7, 24, 1750, 15
7, 25, 260, -11
7, 26, 1730, -6
7, 27, 1955, 0
7, 28, 1671, -3
7, 29, 1215, -14
7, 30, 1277, -5
7, 31, 1988, -5
7, 32, 2217, 1
7, 33, 1145, -6
7, 34, 1614, -1
7, 35, 217, -16
7, 36, 853, -31
7, 37, 1038, -4
7, 38, 223, 1
7, 39, 768, -15
7, 40, 1717, -14
7, 41, 243, 14
7, 42, 1584, -9
7, 43, 1909, -3
7, 44, 2156, 6
7, 45, 1507, -5
7, 46, 751, -12
7, 47, 2223, 0
7, 48, 1172, -12
7, 49, 985, -3
7, 50, 232, -3
7, 51, 2022, 2
7, 52, 1509, 3
7, 53, 2166, -15
7, 54, 338, 5
7, 55, 1965, -3
7, 56, 1295, -2
7, 57, 179, 7
7, 58, 380, -10
7, 59, 240, -6
7, 60, 423, -4
7, 61, 364, -12
7, 62, 376, 1
7, 63, 973, -10
7, 64, 1407, -15
7, 65, 1354, -6
7, 66, 2362, -2
7, 67, 1035, -9
7, 68, 1073, -11
7, 69, 1062, -11
7, 70, 2149, 7
7, 71, 2021, 6
7, 72, 1738, 0
7, 73, 1086, 5
8, 9, 765, 17
8, 10, 995, -2
8, 11, 31, 21
8, 12, 784, -9
8, 13, 592, -4
8, 14, 647, 0
8, 15, 1159, 0
8, 16, 560, -4
8, 17, 1023, -6
8, 18, 895, 2
8, 19, 590, 3
8, 20, 572, 14
8, 21, 1171, -9
8, 22, 1334, -4
8, 23, 757, -4
8, 24, 884, -2
8, 25, 1326, -2
8, 26, 698, -2
8, 27, 973, -3
8, 28, 787, 6
8, 29, 240, 3
8, 30, 833, -8
8, 31, 922, 1
8, 32, 1343, 1
8, 33, 420, -16
8, 34, 701, -1
8, 35, 1272, 1
8, 36, 1644, -19
8, 37, 524, 0
8, 38, 1244, 42
8, 39, 304, 8
8, 40, 916, 1
8, 41, 919, 20
8, 42, 735, -15
8, 43, 909, -5
8, 44, 1094, 3
8, 45, 823, -2
8, 46, 1613, 0
8, 47, 1349, -2
8, 48, 383, 10
8, 49, 170, -11
8, 50, 1220, 13
8, 51, 955, -8
8, 52, 448, 2
8, 53, 1274, -10
8, 54, 888, 10
8, 55, 899, 0
8, 56, 838, -2
8, 57, 1119, 17
8, 58, 1429, 4
8, 59, 1166, -7
8, 60, 1484, -6
8, 61, 1422, 1
8, 62, 1441, -2
8, 63, 314, -11
8, 64, 405, -2
8, 65, 508, -3
8, 66, 1522, -1
8, 67, 50, 12
8, 68, 210, 11
8, 69, 206, -13
8, 70, 1184, -9
8, 71, 1034, -7
8, 72, 958, 0
8, 73, 410, -1
9, 10, 320, -66
9, 11, 796, -20
9, 12, 117, -60
9, 13, 396, -1
9, 14, 902, -2
9, 15, 603, 0
9, 16, 432, 4
9, 17, 626, 11
9, 18, 866, -9
9, 19, 902, -11
9, 20, 1230, -25
9, 21, 469, -68
9, 22, 707, -11
9, 23, 317, -40
9, 24, 282, -65
9, 25, 1727, -24
9, 26, 585, -15
9, 27, 587, -53
9, 28, 251, -54
9, 29, 929, 4
9, 30, 358, -14
9, 31, 1010, 3
9, 32, 717, 2
9, 33, 395, -12
9, 34, 277, 1
9, 35, 1719, -14
9, 36, 1700, -72
9, 37, 465, -10
9, 38, 1723, 47
9, 39, 951, -32
9, 40, 215, -9
9, 41, 1466, 1
9, 42, 167, -27
9, 43, 592, -13
9, 44, 1195, 3
9, 45, 80, -28
9, 46, 1734, -64
9, 47, 722, -12
9, 48, 1122, -23
9, 49, 674, -16
9, 50, 1719, 8
9, 51, 988, -8
9, 52, 824, 0
9, 53, 673, 6
9, 54, 1478, -17
9, 55, 1003, -1
9, 56, 344, -68
9, 57, 1628, -7
9, 58, 1773, -1
9, 59, 1690, -5
9, 60, 1847, 1
9, 61, 1782, -23
9, 62, 1821, -8
9, 63, 586, -17
9, 64, 473, 0
9, 65, 261, -24
9, 66, 858, -4
9, 67, 813, -17
9, 68, 969, -26
9, 69, 588, -13
9, 70, 719, -8
9, 71, 646, -3
9, 72, 234, -65
9, 73, 1170, -16
10, 11, 1023, 16
10, 12, 413, 61
10, 13, 456, -6
10, 14, 1220, -2
10, 15, 300, 4
10, 16, 751, -8
10, 17, 401, 8
10, 18, 767, 1
10, 19, 1218, 6
10, 20, 1511, 2
10, 21, 176, -214
10, 22, 388, 6
10, 23, 277, 40
10, 24, 123, 61
10, 25, 2047, 6
10, 26, 549, -5
10, 27, 383, 36
10, 28, 216, 21
10, 29, 1108, 38
10, 30, 644, 31
10, 31, 933, 2
10, 32, 398, 1
10, 33, 690, -6
10, 34, 308, 9
10, 35, 2036, -8
10, 36, 2001, -286
10, 37, 783, 1
10, 38, 2038, 63
10, 39, 1226, -2
10, 40, 104, 2
10, 41, 1772, -6
10, 42, 261, 14
10, 43, 429, 9
10, 44, 1094, 13
10, 45, 340, 37
10, 46, 2042, -75
10, 47, 403, 15
10, 48, 1308, -4
10, 49, 942, -5
10, 50, 2033, 3
10, 51, 890, 21
10, 52, 912, 5
10, 53, 354, 12
10, 54, 1778, -5
10, 55, 934, 9
10, 56, 627, 104
10, 57, 1940, 0
10, 58, 2093, 8
10, 59, 2001, 23
10, 60, 2167, 4
10, 61, 2102, -4
10, 62, 2141, 9
10, 63, 879, 9
10, 64, 620, 7
10, 65, 503, 5
10, 66, 547, 12
10, 67, 1046, 7
10, 68, 1181, 0
10, 69, 851, 0
10, 70, 440, 3
10, 71, 422, 8
10, 72, 103, 88
10, 73, 1375, -11
11, 12, 816, -14
11, 13, 615, -16
11, 14, 660, -16
11, 15, 1182, -13
11, 16, 590, -10
11, 17, 1043, -24
11, 18, 903, -10
11, 19, 602, -9
11, 20, 557, 13
11, 21, 1199, -24
11, 22, 1359, -9
11, 23, 782, -23
11, 24, 911, -9
11, 25, 1324, -19
11, 26, 714, -12
11, 27, 994, -21
11, 28, 814, -17
11, 29, 217, -16
11, 30, 863, -9
11, 31, 924, -12
11, 32, 1367, -3
11, 33, 451, -9
11, 34, 728, -12
11, 35, 1267, 7
11, 36, 1655, -44
11, 37, 553, -13
11, 38, 1238, -7
11, 39, 297, 9
11, 40, 944, -8
11, 41, 910, 29
11, 42, 764, 2
11, 43, 928, -11
11, 44, 1094, 8
11, 45, 854, -16
11, 46, 1622, -7
11, 47, 1374, -3
11, 48, 352, 6
11, 49, 195, -16
11, 50, 1212, -5
11, 51, 960, -4
11, 52, 446, -3
11, 53, 1299, -5
11, 54, 876, 9
11, 55, 901, 3
11, 56, 869, -23
11, 57, 1111, 6
11, 58, 1429, 15
11, 59, 1157, -11
11, 60, 1483, -15
11, 61, 1421, 2
11, 62, 1439, -4
11, 63, 341, -22
11, 64, 428, -12
11, 65, 538, -14
11, 66, 1547, 1
11, 67, 29, 15
11, 68, 178, 17
11, 69, 236, -12
11, 70, 1205, -4
11, 71, 1054, -5
11, 72, 987, -20
11, 73, 378, 9
12, 13, 497, 16
12, 14, 832, 0
12, 15, 707, 8
12, 16, 366, 6
12, 17, 742, 2
12, 18, 978, 0
12, 19, 839, 8
12, 20, 1205, -8
12, 21, 541, -46
12, 22, 794, 21
12, 23, 433, 7
12, 24, 394, 21
12, 25, 1651, 7
12, 26, 694, 5
12, 27, 704, 8
12, 28, 369, -1
12, 29, 971, 11
12, 30, 242, 23
12, 31, 1119, -2
12, 32, 804, 2
12, 33, 380, 1
12, 34, 390, 5
12, 35, 1648, -1
12, 36, 1592, -42
12, 37, 405, -1
12, 38, 1657, 56
12, 39, 935, 9
12, 40, 311, 6
12, 41, 1414, 10
12, 42, 283, 8
12, 43, 709, 13
12, 44, 1306, 4
12, 45, 73, 19
12, 46, 1629, -42
12, 47, 809, 7
12, 48, 1155, -8
12, 49, 671, 10
12, 50, 1656, 19
12, 51, 1099, 12
12, 52, 901, 2
12, 53, 767, 2
12, 54, 1434, 6
12, 55, 1110, 4
12, 56, 227, -33
12, 57, 1568, 7
12, 58, 1689, -6
12, 59, 1631, 12
12, 60, 1764, 5
12, 61, 1700, -3
12, 62, 1740, 21
12, 63, 563, 9
12, 64, 544, 1
12, 65, 310, 1
12, 66, 931, 0
12, 67, 830, 13
12, 68, 993, 6
12, 69, 592, 7
12, 70, 830, 2
12, 71, 763, 12
12, 72, 315, -22
12, 73, 1194, -1
13, 14, 1015, 6
13, 15, 567, 8
13, 16, 617, 3
13, 17, 441, -11
13, 18, 499, 0
13, 19, 988, 5
13, 20, 1154, -2
13, 21, 625, -23
13, 22, 748, -10
13, 23, 181, -7
13, 24, 333, 7
13, 25, 1818, 4
13, 26, 210, -6
13, 27, 390, -17
13, 28, 242, -16
13, 29, 662, 19
13, 30, 704, -5
13, 31, 626, 12
13, 32, 756, 2
13, 33, 458, 11
13, 34, 152, -6
13, 35, 1785, -3
13, 36, 1945, -16
13, 37, 623, 10
13, 38, 1772, 38
13, 39, 870, 1
13, 40, 412, -1
13, 41, 1468, 11
13, 42, 252, -5
13, 43, 339, -10
13, 44, 817, 8
13, 45, 476, 0
13, 46, 1954, -14
13, 47, 763, 11
13, 48, 862, 1
13, 49, 596, 19
13, 50, 1756, 21
13, 51, 614, 5
13, 52, 461, 5
13, 53, 685, -4
13, 54, 1454, 1
13, 55, 616, 4
13, 56, 695, -8
13, 57, 1657, 2
13, 58, 1894, 16
13, 59, 1711, 15
13, 60, 1960, 9
13, 61, 1895, 1
13, 62, 1925, 9
13, 63, 598, -3
13, 64, 187, 18
13, 65, 264, 10
13, 66, 940, 0
13, 67, 642, 7
13, 68, 752, 7
13, 69, 511, 6
13, 70, 596, 0
13, 71, 455, 0
13, 72, 462, -8
13, 73, 936, 2
14, 15, 1484, 0
14, 16, 469, -8
14, 17, 1436, 1
14, 18, 1459, -2
14, 19, 67, 5
14, 20, 557, 0
14, 21, 1369, -19
14, 22, 1608, 5
14, 23, 1101, -10
14, 24, 1157, -6
14, 25, 826, 5
14, 26, 1199, 2
14, 27, 1387, -5
14, 28, 1083, 2
14, 29, 869, 30
14, 30, 684, -6
14, 31, 1525, 3
14, 32, 1618, -2
14, 33, 564, -5
14, 34, 1036, -12
14, 35, 817, -2
14, 36, 997, -9
14, 37, 437, 0
14, 38, 825, 57
14, 39, 457, -7
14, 40, 1117, -6
14, 41, 611, 6
14, 42, 993, -2
14, 43, 1350, 1
14, 44, 1710, 6
14, 45, 904, 0
14, 46, 974, -3
14, 47, 1624, 4
14, 48, 929, 3
14, 49, 501, 11
14, 50, 826, 13
14, 51, 1544, 10
14, 52, 1079, -3
14, 53, 1570, 4
14, 54, 655, 0
14, 55, 1505, 3
14, 56, 701, -6
14, 57, 742, 3
14, 58, 885, 4
14, 59, 806, 14
14, 60, 955, 3
14, 61, 890, 1
14, 62, 924, 15
14, 63, 425, 0
14, 64, 878, -3
14, 65, 775, -5
14, 66, 1759, -3
14, 67, 641, 3
14, 68, 764, 7
14, 69, 547, 9
14, 70, 1570, -13
14, 71, 1453, -2
14, 72, 1136, 3
14, 73, 887, 2
15, 16, 1023, -2
15, 17, 223, -15
15, 18, 649, -1
15, 19, 1474, 8
15, 20, 1711, 8
15, 21, 281, -23
15, 22, 196, -6
15, 23, 407, -7
15, 24, 328, 0
15, 25, 2311, 3
15, 26, 544, 15
15, 27, 247, -4
15, 28, 404, -5
15, 29, 1217, 19
15, 30, 943, -12
15, 31, 817, 7
15, 32, 201, -2
15, 33, 930, 3
15, 34, 470, -13
15, 35, 2292, -6
15, 36, 2299, -12
15, 37, 1049, 4
15, 38, 2288, 29
15, 39, 1425, 6
15, 40, 396, -7
15, 41, 2004, 7
15, 42, 491, 4
15, 43, 328, 3
15, 44, 941, 9
15, 45, 637, 5
15, 46, 2336, -14
15, 47, 208, 11
15, 48, 1414, 5
15, 49, 1143, 6
15, 50, 2278, 26
15, 51, 758, 10
15, 52, 955, 0
15, 53, 125, 8
15, 54, 1999, -8
15, 55, 826, 2
15, 56, 926, -13
15, 57, 2183, 11
15, 58, 2366, 18
15, 59, 2241, 14
15, 60, 2438, 5
15, 61, 2373, 1
15, 62, 2409, 9
15, 63, 1109, 3
15, 64, 754, 6
15, 65, 723, 12
15, 66, 391, 3
15, 67, 1209, -3
15, 68, 1317, -6
15, 69, 1053, 1
15, 70, 157, 0
15, 71, 233, -9
15, 72, 403, -5
15, 73, 1495, -1
16, 17, 999, -10
16, 18, 1107, -4
16, 19, 473, 9
16, 20, 862, -1
16, 21, 899, -15
16, 22, 1140, -5
16, 23, 660, -1
16, 24, 695, -2
16, 25, 1295, 3
16, 26, 823, 6
16, 27, 952, -12
16, 28, 629, 8
16, 29, 791, 17
16, 30, 290, -6
16, 31, 1211, 11
16, 32, 1150, -5
16, 33, 184, 12
16, 34, 597, 4
16, 35, 1287, -5
16, 36, 1329, -13
16, 37, 44, 12
16, 38, 1293, 51
16, 39, 614, 0
16, 40, 648, -2
16, 41, 1049, 14
16, 42, 535, -1
16, 43, 929, -2
16, 44, 1403, 6
16, 45, 436, 2
16, 46, 1344, -5
16, 47, 1155, 7
16, 48, 941, 2
16, 49, 402, 4
16, 50, 1290, 8
16, 51, 1213, 23
16, 52, 853, 4
16, 53, 1103, -12
16, 54, 1071, 2
16, 55, 1195, 2
16, 56, 300, -15
16, 57, 1202, 7
16, 58, 1344, -5
16, 59, 1264, 11
16, 60, 1416, 6
16, 61, 1352, -6
16, 62, 1389, 6
16, 63, 259, 5
16, 64, 541, 6
16, 65, 353, 3
16, 66, 1289, -1
16, 67, 592, -1
16, 68, 763, 0
16, 69, 357, 0
16, 70, 1121, -2
16, 71, 1018, 1
16, 72, 666, -10
16, 73, 952, 0
17, 18, 426, 2
17, 19, 1416, -5
17, 20, 1592, 0
17, 21, 465, -21
17, 22, 413, -1
17, 23, 338, -4
17, 24, 353, -6
17, 25, 2251, 7
17, 26, 352, 5
17, 27, 50, -10
17, 28, 379, -10
17, 29, 1047, 14
17, 30, 984, 6
17, 31, 594, 6
17, 32, 417, 0
17, 33, 871, 3
17, 34, 402, -6
17, 35, 2222, 4
17, 36, 2316, -2
17, 37, 1016, -4
17, 38, 2211, 44
17, 39, 1309, -1
17, 40, 463, -3
17, 41, 1909, 17
17, 42, 473, 2
17, 43, 122, 2
17, 44, 727, 10
17, 45, 682, -1
17, 46, 2340, 3
17, 47, 424, 12
17, 48, 1238, 5
17, 49, 1037, 5
17, 50, 2196, 5
17, 51, 538, 20
17, 52, 761, -4
17, 53, 341, 14
17, 54, 1895, 8
17, 55, 602, 15
17, 56, 969, -9
17, 57, 2098, 7
17, 58, 2321, 5
17, 59, 2152, 11
17, 60, 2389, 5
17, 61, 2324, 9
17, 62, 2355, 5
17, 63, 1032, -2
17, 64, 621, 16
17, 65, 660, 6
17, 66, 603, 10
17, 67, 1072, 8
17, 68, 1160, -7
17, 69, 952, 4
17, 70, 164, 7
17, 71, 21, 8
17, 72, 493, -3
17, 73, 1326, -8
18, 19, 1420, -2
18, 20, 1454, -6
18, 21, 874, -4
18, 22, 834, -5
18, 23, 556, -1
18, 24, 670, -8
18, 25, 2216, 4
18, 26, 289, -5
18, 27, 412, -14
18, 28, 633, -4
18, 29, 820, 5
18, 30, 1199, 2
18, 31, 169, 7
18, 32, 837, 2
18, 33, 935, -2
18, 34, 589, -3
18, 35, 2166, -15
18, 36, 2425, 1
18, 37, 1107, -2
18, 38, 2140, 14
18, 39, 1200, -7
18, 40, 788, -9
18, 41, 1814, 12
18, 42, 700, -10
18, 43, 343, 0
18, 44, 333, 12
18, 45, 942, -9
18, 46, 2423, -2
18, 47, 843, 8
18, 48, 979, -23
18, 49, 979, 3
18, 50, 2116, 0
18, 51, 125, -3
18, 52, 491, -3
18, 53, 763, 5
18, 54, 1778, -9
18, 55, 176, 6
18, 56, 1189, -4
18, 57, 2015, 0
18, 58, 2310, -1
18, 59, 2060, 7
18, 60, 2370, 4
18, 61, 2306, -10
18, 62, 2329, 7
18, 63, 1034, -4
18, 64, 583, 3
18, 65, 760, 2
18, 66, 1017, 3
18, 67, 933, 8
18, 68, 959, -7
18, 69, 915, 7
18, 70, 550, -3
18, 71, 416, -2
18, 72, 831, 4
18, 73, 1080, -5
19, 20, 497, 7
19, 21, 1371, -12
19, 22, 1605, -7
