c1, c2, dist, nm
5, 35, 681, 10
5, 36, 1160, -9
5, 37, 672, -8
5, 38, 658, 99
5, 39, 293, 6
5, 40, 1322, -4
5, 41, 353, 39
5, 42, 1169, -5
5, 43, 1455, -7
5, 44, 1681, 1
5, 45, 1141, 1
5, 46, 1098, -1
5, 47, 1815, -2
5, 48, 734, 6
5, 49, 522, 20
5, 50, 639, 32
5, 51, 1547, 0
5, 52, 1034, -7
5, 53, 1751, -5
5, 54, 359, 10
5, 55, 1489, 1
5, 56, 992, -5
5, 57, 540, 2
5, 58, 844, 15
5, 59, 593, 34
5, 60, 895, 1
5, 61, 834, 7
5, 62, 851, 3
5, 63, 543, -9
5, 64, 946, -3
5, 65, 928, -7
5, 66, 1969, -2
5, 67, 559, 4
5, 68, 610, -4
5, 69, 606, -7
5, 70, 1709, 1
5, 71, 1573, -4
5, 72, 1351, -4
5, 73, 663, -3
6, 7, 1063, 9
6, 8, 283, -16
6, 9, 1044, 7
6, 10, 1256, -6
6, 11, 251, -3
6, 12, 1067, 3
6, 13, 824, -3
6, 14, 798, 3
6, 15, 1387, -4
6, 16, 829, -11
6, 17, 1226, -5
6, 18, 1010, -7
6, 19, 732, 6
6, 20, 486, -11
6, 21, 1431, -4
6, 22, 1572, 2
6, 23, 1000, -1
6, 24, 1139, -2
6, 25, 1319, 2
6, 26, 879, 3
6, 27, 1179, -3
6, 28, 1042, -10
6, 29, 189, 12
6, 30, 1110, -2
6, 31, 988, 4
6, 32, 1580, -1
6, 33, 702, -9
6, 34, 952, -1
6, 35, 1245, -2
6, 36, 1759, -3
6, 37, 790, -4
6, 38, 1201, 30
6, 39, 346, -32
6, 40, 1183, -7
6, 41, 866, 4
6, 42, 1001, -11
6, 43, 1106, -2
6, 44, 1130, 8
6, 45, 1105, -12
6, 46, 1706, -4
6, 47, 1587, 2
6, 48, 130, -24
6, 49, 426, -9
6, 50, 1168, 1
6, 51, 1037, -3
6, 52, 518, 6
6, 53, 1509, -3
6, 54, 808, -6
6, 55, 963, -3
6, 56, 1116, -10
6, 57, 1069, 13
6, 58, 1442, 2
6, 59, 1103, 3
6, 60, 1485, -4
6, 61, 1428, -3
6, 62, 1436, 8
6, 63, 572, -15
6, 64, 641, -2
6, 65, 784, -10
6, 66, 1764, 1
6, 67, 241, -18
6, 68, 75, 6
6, 69, 485, -19
6, 70, 1391, -2
6, 71, 1234, -7
6, 72, 1227, 1
6, 73, 126, -5
7, 8, 1067, -9
7, 9, 1504, -5
7, 10, 1820, -9
7, 11, 1064, -6
7, 12, 1435, -7
7, 13, 1569, -6
7, 14, 603, -10
7, 15, 2075, -4
7, 16, 1072, -11
7, 17, 2005, -11
7, 18, 1958, -5
7, 19, 602, -31
7, 20, 588, -19
7, 21, 1972, -14
7, 22, 2207, -1
7, 23, 1680, -12
7, 24, 1750, -16
7, 25, 260, -36
7, 26, 1730, 1
7, 27, 1955, -6
7, 28, 1671, -12
7, 29, 1215, -5
7, 30, 1277, -7
7, 31, 1988, 2
7, 32, 2217, 1
7, 33, 1145, -19
7, 34, 1614, -6
7, 35, 217, -58
7, 36, 853, 7
7, 37, 1038, -7
7, 38, 223, 108
7, 39, 768, -7
7, 40, 1717, -7
7, 41, 243, 82
7, 42, 1584, -4
7, 43, 1909, -4
7, 44, 2156, 0
7, 45, 1507, -2
7, 46, 751, -7
7, 47, 2223, 0
7, 48, 1172, -3
7, 49, 985, -4
7, 50, 232, 34
7, 51, 2022, -1
7, 52, 1509, -1
7, 53, 2166, -3
7, 54, 338, 20
7, 55, 1965, -2
7, 56, 1295, -10
7, 57, 179, 36
7, 58, 380, -21
7, 59, 240, 12
7, 60, 423, -11
7, 61, 364, -14
7, 62, 376, -23
7, 63, 973, -17
7, 64, 1407, -13
7, 65, 1354, -12
7, 66, 2362, 0
7, 67, 1035, -7
7, 68, 1073, -8
7, 69, 1062, 0
7, 70, 2149, 0
7, 71, 2021, -1
7, 72, 1738, -3
7, 73, 1086, -1
8, 9, 765, 1
8, 10, 995, 5
8, 11, 31, 28
8, 12, 784, -8
8, 13, 592, 3
8, 14, 647, -5
8, 15, 1159, 4
8, 16, 560, 0
8, 17, 1023, -3
8, 18, 895, 7
8, 19, 590, -6
8, 20, 572, 2
8, 21, 1171, -2
8, 22, 1334, -2
8, 23, 757, -7
8, 24, 884, -6
8, 25, 1326, 4
8, 26, 698, -3
8, 27, 973, -3
8, 28, 787, -6
8, 29, 240, 28
8, 30, 833, -1
8, 31, 922, 2
8, 32, 1343, 3
8, 33, 420, -3
8, 34, 701, 0
8, 35, 1272, 5
8, 36, 1644, 0
8, 37, 524, -9
8, 38, 1244, 39
8, 39, 304, -4
8, 40, 916, -1
8, 41, 919, 17
8, 42, 735, -8
8, 43, 909, 3
8, 44, 1094, 3
8, 45, 823, -5
8, 46, 1613, -1
8, 47, 1349, -2
8, 48, 383, 6
8, 49, 170, -35
8, 50, 1220, 4
8, 51, 955, 3
8, 52, 448, 2
8, 53, 1274, -3
8, 54, 888, 20
8, 55, 899, 8
8, 56, 838, -4
8, 57, 1119, 6
8, 58, 1429, 1
8, 59, 1166, 12
8, 60, 1484, 5
8, 61, 1422, 2
8, 62, 1441, 7
8, 63, 314, -25
8, 64, 405, -6
8, 65, 508, -3
8, 66, 1522, -3
8, 67, 50, 32
8, 68, 210, 39
8, 69, 206, -30
8, 70, 1184, -2
8, 71, 1034, -4
8, 72, 958, 2
8, 73, 410, 2
9, 10, 320, -86
9, 11, 796, 7
9, 12, 117, -85
9, 13, 396, -12
9, 14, 902, 2
9, 15, 603, -2
9, 16, 432, -3
9, 17, 626, 0
9, 18, 866, -4
9, 19, 902, 6
9, 20, 1230, -6
9, 21, 469, -60
9, 22, 707, -16
9, 23, 317, -83
9, 24, 282, -92
9, 25, 1727, -10
9, 26, 585, 0
9, 27, 587, -21
9, 28, 251, -95
9, 29, 929, 4
9, 30, 358, -35
9, 31, 1010, -3
9, 32, 717, 1
9, 33, 395, -30
9, 34, 277, -22
9, 35, 1719, -2
9, 36, 1700, -10
9, 37, 465, -11
9, 38, 1723, 30
9, 39, 951, -14
9, 40, 215, -62
9, 41, 1466, 3
9, 42, 167, -45
9, 43, 592, -14
9, 44, 1195, 7
9, 45, 80, -71
9, 46, 1734, -2
9, 47, 722, 10
9, 48, 1122, -17
9, 49, 674, -18
9, 50, 1719, 8
9, 51, 988, 7
9, 52, 824, 3
9, 53, 673, 8
9, 54, 1478, 3
9, 55, 1003, -2
9, 56, 344, -68
9, 57, 1628, -8
9, 58, 1773, 4
9, 59, 1690, 8
9, 60, 1847, 7
9, 61, 1782, -1
9, 62, 1821, 5
9, 63, 586, -4
9, 64, 473, -13
9, 65, 261, -16
9, 66, 858, -2
9, 67, 813, 1
9, 68, 969, -12
9, 69, 588, -12
9, 70, 719, -5
9, 71, 646, -2
9, 72, 234, -126
9, 73, 1170, -8
10, 11, 1023, 14
10, 12, 413, 46
10, 13, 456, 30
10, 14, 1220, 5
10, 15, 300, 6
10, 16, 751, 4
10, 17, 401, 11
10, 18, 767, 10
10, 19, 1218, 15
10, 20, 1511, 7
10, 21, 176, -559
10, 22, 388, 12
10, 23, 277, 49
10, 24, 123, 78
10, 25, 2047, 7
10, 26, 549, -11
10, 27, 383, 45
10, 28, 216, 30
10, 29, 1108, 7
10, 30, 644, 22
10, 31, 933, 8
10, 32, 398, -4
10, 33, 690, 0
10, 34, 308, 14
10, 35, 2036, 3
10, 36, 2001, -62
10, 37, 783, 8
10, 38, 2038, 29
10, 39, 1226, 7
10, 40, 104, 27
10, 41, 1772, 22
10, 42, 261, 6
10, 43, 429, -1
10, 44, 1094, 20
10, 45, 340, 32
10, 46, 2042, -19
10, 47, 403, 23
10, 48, 1308, -2
10, 49, 942, 8
10, 50, 2033, 6
10, 51, 890, 22
10, 52, 912, 3
10, 53, 354, 15
10, 54, 1778, 6
10, 55, 934, 1
10, 56, 627, 165
10, 57, 1940, 5
10, 58, 2093, 5
10, 59, 2001, 2
10, 60, 2167, 2
10, 61, 2102, 0
10, 62, 2141, 6
10, 63, 879, 10
10, 64, 620, 8
10, 65, 503, 7
10, 66, 547, 9
10, 67, 1046, 0
10, 68, 1181, 3
10, 69, 851, 1
10, 70, 440, 8
10, 71, 422, 4
10, 72, 103, 182
10, 73, 1375, 8
11, 12, 816, -19
11, 13, 615, -17
11, 14, 660, -11
11, 15, 1182, -2
11, 16, 590, -21
11, 17, 1043, -4
11, 18, 903, 0
11, 19, 602, -22
11, 20, 557, 4
11, 21, 1199, -13
11, 22, 1359, -1
11, 23, 782, 1
11, 24, 911, -6
11, 25, 1324, 0
11, 26, 714, -8
11, 27, 994, -8
11, 28, 814, -11
11, 29, 217, 42
11, 30, 863, -18
11, 31, 924, 3
11, 32, 1367, -5
11, 33, 451, 2
11, 34, 728, -6
11, 35, 1267, 3
11, 36, 1655, -16
11, 37, 553, -27
11, 38, 1238, 30
11, 39, 297, -28
11, 40, 944, -4
11, 41, 910, 15
11, 42, 764, -16
11, 43, 928, -6
11, 44, 1094, 6
11, 45, 854, -11
11, 46, 1622, -1
11, 47, 1374, 7
11, 48, 352, 8
11, 49, 195, -28
11, 50, 1212, 7
11, 51, 960, -10
11, 52, 446, 9
11, 53, 1299, -2
11, 54, 876, 0
11, 55, 901, 3
11, 56, 869, -27
11, 57, 1111, 7
11, 58, 1429, 8
11, 59, 1157, 3
11, 60, 1483, -3
11, 61, 1421, 1
11, 62, 1439, 0
11, 63, 341, -22
11, 64, 428, -21
11, 65, 538, -23
11, 66, 1547, -2
11, 67, 29, 14
11, 68, 178, 7
11, 69, 236, -44
11, 70, 1205, -5
11, 71, 1054, -4
11, 72, 987, 0
11, 73, 378, -23
12, 13, 497, 4
12, 14, 832, 8
12, 15, 707, 4
12, 16, 366, 15
12, 17, 742, 0
12, 18, 978, 3
12, 19, 839, 6
12, 20, 1205, 4
12, 21, 541, -31
12, 22, 794, 8
12, 23, 433, 9
12, 24, 394, 13
12, 25, 1651, 5
12, 26, 694, 8
12, 27, 704, -2
12, 28, 369, 5
12, 29, 971, 12
12, 30, 242, 76
12, 31, 1119, 12
12, 32, 804, 3
12, 33, 380, 14
12, 34, 390, 11
12, 35, 1648, 3
12, 36, 1592, -13
12, 37, 405, 4
12, 38, 1657, 24
12, 39, 935, 0
12, 40, 311, 4
12, 41, 1414, 10
12, 42, 283, 21
12, 43, 709, -3
12, 44, 1306, 5
12, 45, 73, 56
12, 46, 1629, -6
12, 47, 809, 1
12, 48, 1155, 4
12, 49, 671, 13
12, 50, 1656, 5
12, 51, 1099, 10
12, 52, 901, 3
12, 53, 767, 17
12, 54, 1434, 8
12, 55, 1110, 4
12, 56, 227, -118
12, 57, 1568, 1
12, 58, 1689, 9
12, 59, 1631, 14
12, 60, 1764, 4
12, 61, 1700, -1
12, 62, 1740, 11
12, 63, 563, 1
12, 64, 544, -5
12, 65, 310, 3
12, 66, 931, 6
12, 67, 830, 8
12, 68, 993, 5
12, 69, 592, 8
12, 70, 830, -2
12, 71, 763, 11
12, 72, 315, -28
12, 73, 1194, 5
13, 14, 1015, 14
13, 15, 567, -4
13, 16, 617, 4
13, 17, 441, -27
13, 18, 499, 8
13, 19, 988, 11
13, 20, 1154, 7
13, 21, 625, 4
13, 22, 748, -2
13, 23, 181, -26
13, 24, 333, -6
13, 25, 1818, -2
13, 26, 210, 13
13, 27, 390, -11
13, 28, 242, -14
13, 29, 662, 22
13, 30, 704, -8
13, 31, 626, 24
13, 32, 756, 4
13, 33, 458, 11
13, 34, 152, -26
13, 35, 1785, 5
13, 36, 1945, -7
13, 37, 623, 3
13, 38, 1772, 27
13, 39, 870, -4
13, 40, 412, -18
13, 41, 1468, 15
13, 42, 252, -2
13, 43, 339, -10
13, 44, 817, 16
13, 45, 476, -12
13, 46, 1954, 1
13, 47, 763, 5
13, 48, 862, 5
13, 49, 596, 9
13, 50, 1756, 6
13, 51, 614, 17
13, 52, 461, 4
13, 53, 685, -2
13, 54, 1454, -1
13, 55, 616, 6
13, 56, 695, -3
13, 57, 1657, 0
13, 58, 1894, 1
13, 59, 1711, 13
13, 60, 1960, 8
13, 61, 1895, 3
13, 62, 1925, 7
13, 63, 598, 12
13, 64, 187, 36
13, 65, 264, 9
13, 66, 940, 0
13, 67, 642, 1
13, 68, 752, 4
13, 69, 511, 17
13, 70, 596, 0
13, 71, 455, 7
13, 72, 462, -2
13, 73, 936, -2
14, 15, 1484, -3
14, 16, 469, -7
14, 17, 1436, -5
14, 18, 1459, 4
14, 19, 67, -30
14, 20, 557, 10
14, 21, 1369, -15
14, 22, 1608, -2
14, 23, 1101, -3
14, 24, 1157, 0
14, 25, 826, 14
14, 26, 1199, 3
14, 27, 1387, -4
14, 28, 1083, -10
14, 29, 869, 4
14, 30, 684, -7
14, 31, 1525, 0
14, 32, 1618, 2
14, 33, 564, 0
14, 34, 1036, -7
14, 35, 817, 10
14, 36, 997, -14
14, 37, 437, -18
14, 38, 825, 54
14, 39, 457, -4
14, 40, 1117, -6
14, 41, 611, 22
14, 42, 993, -11
14, 43, 1350, -9
14, 44, 1710, 2
14, 45, 904, -4
14, 46, 974, 8
14, 47, 1624, 6
14, 48, 929, -4
14, 49, 501, 6
14, 50, 826, 15
14, 51, 1544, 3
14, 52, 1079, 2
14, 53, 1570, 0
14, 54, 655, 12
14, 55, 1505, -1
14, 56, 701, -17
14, 57, 742, 3
14, 58, 885, 12
14, 59, 806, 23
14, 60, 955, 0
14, 61, 890, 6
14, 62, 924, 18
14, 63, 425, -8
14, 64, 878, 4
14, 65, 775, -7
14, 66, 1759, 0
14, 67, 641, 4
14, 68, 764, -3
14, 69, 547, 1
14, 70, 1570, -3
14, 71, 1453, -4
14, 72, 1136, 0
14, 73, 887, 1
15, 16, 1023, 1
15, 17, 223, -11
15, 18, 649, 2
15, 19, 1474, -4
15, 20, 1711, 2
15, 21, 281, -10
15, 22, 196, -7
15, 23, 407, -14
15, 24, 328, -10
15, 25, 2311, -1
15, 26, 544, -2
15, 27, 247, -11
15, 28, 404, -8
15, 29, 1217, 4
15, 30, 943, 2
15, 31, 817, 2
15, 32, 201, 11
15, 33, 930, 3
15, 34, 470, -7
15, 35, 2292, 0
15, 36, 2299, -9
15, 37, 1049, 1
15, 38, 2288, 8
15, 39, 1425, 0
15, 40, 396, -6
15, 41, 2004, 11
15, 42, 491, -9
15, 43, 328, 9
15, 44, 941, 2
15, 45, 637, -8
15, 46, 2336, -2
15, 47, 208, 46
15, 48, 1414, -5
15, 49, 1143, 5
15, 50, 2278, 2
15, 51, 758, 10
15, 52, 955, -2
15, 53, 125, 36
15, 54, 1999, 2
15, 55, 826, 4
15, 56, 926, -5
15, 57, 2183, 2
15, 58, 2366, 1
15, 59, 2241, 7
15, 60, 2438, 0
15, 61, 2373, 8
15, 62, 2409, 1
15, 63, 1109, -1
15, 64, 754, -7
15, 65, 723, -1
15, 66, 391, 12
15, 67, 1209, 6
15, 68, 1317, 5
15, 69, 1053, -1
15, 70, 157, 9
15, 71, 233, -1
15, 72, 403, -8
15, 73, 1495, 1
16, 17, 999, 1
16, 18, 1107, 1
16, 19, 473, -9
16, 20, 862, 10
16, 21, 899, -3
16, 22, 1140, -4
16, 23, 660, -10
16, 24, 695, 2
16, 25, 1295, 12
16, 26, 823, -3
16, 27, 952, 3
16, 28, 629, -10
16, 29, 791, 26
16, 30, 290, -13
16, 31, 1211, 3
16, 32, 1150, -2
16, 33, 184, 27
16, 34, 597, -12
16, 35, 1287, 5
16, 36, 1329, 0
16, 37, 44, 9
16, 38, 1293, 38
16, 39, 614, 1
16, 40, 648, -8
16, 41, 1049, 14
16, 42, 535, -4
16, 43, 929, -5
16, 44, 1403, 3
16, 45, 436, -9
16, 46, 1344, 6
16, 47, 1155, 12
16, 48, 941, 0
16, 49, 402, 10
16, 50, 1290, 12
16, 51, 1213, 7
16, 52, 853, 0
16, 53, 1103, -4
16, 54, 1071, -5
16, 55, 1195, 4
16, 56, 300, -1
16, 57, 1202, 14
16, 58, 1344, 6
16, 59, 1264, 11
16, 60, 1416, 7
16, 61, 1352, 7
16, 62, 1389, 9
16, 63, 259, 12
16, 64, 541, 0
16, 65, 353, 18
16, 66, 1289, -2
16, 67, 592, 6
16, 68, 763, -1
16, 69, 357, 7
16, 70, 1121, -2
16, 71, 1018, -2
16, 72, 666, -5
16, 73, 952, 5
17, 18, 426, 12
17, 19, 1416, 4
17, 20, 1592, 5
17, 21, 465, -12
17, 22, 413, -1
17, 23, 338, -11
17, 24, 353, -17
17, 25, 2251, -1
17, 26, 352, 21
17, 27, 50, -20
17, 28, 379, -2
17, 29, 1047, 13
17, 30, 984, -8
17, 31, 594, 9
17, 32, 417, 6
17, 33, 871, 5
17, 34, 402, -10
17, 35, 2222, -1
17, 36, 2316, -8
17, 37, 1016, 2
17, 38, 2211, 4
17, 39, 1309, -1
17, 40, 463, 0
17, 41, 1909, 4
17, 42, 473, 3
17, 43, 122, 29
17, 44, 727, 19
17, 45, 682, -13
17, 46, 2340, 0
17, 47, 424, 26
17, 48, 1238, 6
17, 49, 1037, 4
17, 50, 2196, 3
17, 51, 538, 32
17, 52, 761, -1
17, 53, 341, 7
17, 54, 1895, 7
17, 55, 602, 13
17, 56, 969, -10
17, 57, 2098, 8
17, 58, 2321, 6
17, 59, 2152, 3
17, 60, 2389, 6
17, 61, 2324, 2
17, 62, 2355, 3
17, 63, 1032, 2
17, 64, 621, 6
17, 65, 660, 1
17, 66, 603, 5
17, 67, 1072, 9
17, 68, 1160, 5
17, 69, 952, 4
17, 70, 164, 8
17, 71, 21, 23
17, 72, 493, 3
17, 73, 1326, 3
18, 19, 1420, 1
18, 20, 1454, -1
18, 21, 874, -3
18, 22, 834, -1
18, 23, 556, -11
18, 24, 670, -12
18, 25, 2216, 0
18, 26, 289, -10
18, 27, 412, -15
18, 28, 633, -4
18, 29, 820, 5
18, 30, 1199, 0
18, 31, 169, 1
18, 32, 837, 0
18, 33, 935, -1
18, 34, 589, -6
18, 35, 2166, 0
18, 36, 2425, -9
18, 37, 1107, 2
18, 38, 2140, 2
18, 39, 1200, -6
18, 40, 788, -9
18, 41, 1814, 3
18, 42, 700, -8
18, 43, 343, -13
18, 44, 333, 22
18, 45, 942, 0
18, 46, 2423, 1
18, 47, 843, 0
18, 48, 979, 1
18, 49, 979, 0
18, 50, 2116, 5
18, 51, 125, -10
18, 52, 491, 5
18, 53, 763, -7
18, 54, 1778, -1
18, 55, 176, 9
18, 56, 1189, 1
18, 57, 2015, -4
18, 58, 2310, -1
18, 59, 2060, 1
18, 60, 2370, 0
18, 61, 2306, 0
18, 62, 2329, 2
18, 63, 1034, -1
18, 64, 583, -2
18, 65, 760, -1
18, 66, 1017, -3
18, 67, 933, 2
18, 68, 959, 2
18, 69, 915, -1
18, 70, 550, -5
18, 71, 416, -7
18, 72, 831, 0
18, 73, 1080, 2
19, 20, 497, 17
19, 21, 1371, -30
19, 22, 1605, -4
19, 23, 1084, -14
