79, 47, 36, 21, 43, 70, 94, 74, 109, 163
8, 7, 7, 7, 16, 22, 19, 19, 10, 8
28, 16, 18, 23, 39, 35, 54, 30, 27, 15
51, 41, 27, 43, 82, 115, 168, 121, 175, 172
56, 34, 41, 56, 107, 143, 167, 84, 75, 65
21, 9, 11, 14, 13, 16, 22, 18, 12, 12
91, 38, 41, 29, 83, 77, 80, 61, 53, 27
36, 26, 26, 20, 47, 44, 66, 42, 54, 23
32, 28, 27, 23, 53, 61, 70, 47, 36, 24
19, 8, 10, 8, 25, 30, 37, 24, 28, 16
42, 33, 34, 42, 68, 92, 125, 74, 113, 60
32, 23, 22, 30, 45, 85, 90, 61, 76, 53
56, 44, 43, 39, 88, 132, 189, 153, 172, 160
28, 30, 17, 11, 28, 31, 42, 32, 44, 82
6, 14, 9, 10, 14, 33, 43, 26, 32, 28
19, 22, 22, 23, 39, 47, 70, 70, 128, 169
17, 9, 11, 10, 19, 26, 41, 25, 22, 12
40, 29, 25, 22, 35, 42, 56, 38, 32, 24
19, 20, 22, 17, 51, 59, 75, 37, 53, 50
38, 17, 20, 15, 18, 34, 43, 25, 40, 38
47, 28, 34, 29, 66, 82, 112, 84, 102, 75
45, 17, 14, 18, 40, 61, 59, 52, 52, 53
18, 18, 15, 15, 29, 50, 40, 18, 24, 14
5, 3, 3, 4, 17, 22, 36, 24, 38, 12
13, 9, 17, 13, 30, 50, 66, 50, 46, 54
100, 37, 40, 49, 73, 91, 102, 77, 58, 43
6, 5, 7, 1, 9, 11, 12, 8, 5, 3

7, 6, 8, 11, 10, 15, 14, 25, 16, 7
41, 34, 36, 42, 55, 79, 71, 76, 43, 21
31, 31, 30, 33, 42, 65, 37, 75, 31, 10
8, 10, 8, 25, 29, 37, 23, 38, 29, 13
22, 12, 11, 15, 13, 34, 18, 46, 23, 8
12, 12, 18, 25, 30, 50, 24, 40, 28, 16
12, 8, 1, 15, 21, 36, 28, 31, 31, 9
11, 13, 14, 15, 14, 38, 24, 35, 25, 10
13, 12, 15, 12, 26, 41, 23, 44, 24, 8
37, 16, 34, 22, 45, 69, 49, 66, 41, 15
35, 28, 50, 45, 60, 90, 49, 85, 52, 13
16, 9, 17, 25, 31, 47, 31, 40, 21, 14
24, 22, 24, 27, 32, 52, 42, 59, 32, 9
22, 16, 20, 23, 35, 64, 35, 45, 31, 10
3, 9, 11, 13, 27, 43, 17, 41, 26, 11
24, 20, 9, 18, 21, 31, 26, 46, 24, 17
17, 10, 15, 17, 35, 58, 34, 45, 41, 16
16, 13, 16, 21, 31, 50, 32, 54, 35, 12
5, 5, 11, 15, 15, 22, 15, 20, 16, 8
9, 7, 13, 17, 35, 51, 40, 44, 25, 18
2, 9, 11, 10, 25, 29, 26, 29, 29, 6
57, 46, 47, 55, 82, 116, 75, 115, 78, 32
11, 17, 11, 17, 16, 39, 24, 35, 29, 17
36, 16, 29, 46, 25, 56, 45, 32, 25, 12
31, 24, 22, 37, 40, 46, 53, 54, 39, 19
16, 9, 10, 20, 16, 25, 28, 42, 25, 7
15, 11, 16, 21, 25, 42, 30, 48, 28, 8
17, 13, 21, 27, 26, 51, 32, 41, 31, 9
33, 19, 27, 34, 42, 63, 40, 63, 33, 19
19, 5, 10, 13, 28, 37, 33, 40, 25, 6
8, 15, 16, 16, 31, 59, 21, 45, 27, 12
5, 4, 5, 10, 19, 23, 19, 31, 13, 4
8, 6, 9, 7, 12, 15, 8, 17, 9, 2
