23, 17, 9, 14, 29, 37, 47, 39, 55, 75
14, 11, 5, 13, 20, 33, 48, 28, 28, 15
31, 24, 14, 22, 30, 50, 87, 65, 123, 163
14, 13, 14, 11, 34, 25, 37, 16, 23, 5
31, 19, 22, 19, 38, 56, 65, 36, 29, 28
20, 21, 17, 23, 35, 67, 54, 48, 58, 60
29, 21, 14, 10, 16, 43, 41, 30, 40, 44
43, 29, 36, 43, 74, 93, 116, 76, 87, 62
30, 15, 22, 20, 52, 64, 60, 38, 49, 61
18, 14, 11, 11, 30, 39, 51, 25, 28, 14
5, 2, 5, 4, 22, 14, 27, 23, 37, 25
11, 7, 18, 19, 36, 40, 66, 51, 51, 49
75, 38, 50, 33, 65, 135, 101, 62, 73, 38
14, 3, 4, 5, 7, 7, 9, 9, 4, 5

10, 5, 5, 8, 9, 18, 17, 14, 24, 9
42, 27, 32, 38, 56, 86, 74, 91, 56, 24
17, 26, 31, 29, 32, 67, 52, 55, 38, 18
8, 13, 8, 14, 28, 35, 25, 34, 24, 9
24, 12, 11, 18, 20, 39, 23, 40, 27, 3
12, 7, 16, 28, 26, 49, 27, 31, 31, 9
7, 3, 8, 14, 19, 42, 22, 28, 22, 4
17, 13, 12, 20, 28, 40, 29, 32, 15, 9
14, 5, 12, 21, 22, 38, 26, 36, 26, 9
24, 18, 30, 29, 29, 65, 39, 52, 44, 14
34, 28, 39, 47, 65, 86, 50, 91, 56, 28
9, 12, 9, 16, 22, 33, 27, 57, 27, 8
12, 13, 21, 35, 38, 59, 40, 53, 32, 20
13, 16, 22, 22, 33, 45, 31, 49, 22, 10
6, 7, 13, 15, 19, 48, 20, 32, 20, 8
19, 15, 20, 11, 23, 39, 46, 45, 33, 14
17, 12, 23, 26, 39, 63, 42, 46, 35, 7
14, 17, 10, 24, 30, 39, 36, 35, 27, 9
6, 7, 6, 11, 11, 15, 18, 15, 18, 3
9, 9, 21, 24, 20, 50, 35, 40, 20, 11
8, 4, 11, 10, 25, 26, 24, 24, 21, 6
62, 37, 41, 65, 69, 108, 102, 128, 85, 28
22, 13, 22, 14, 13, 32, 26, 36, 22, 12
25, 20, 24, 24, 45, 58, 44, 51, 40, 11
25, 23, 32, 30, 30, 60, 45, 65, 40, 10
21, 15, 18, 13, 25, 30, 28, 38, 15, 9
12, 10, 20, 24, 23, 49, 26, 40, 29, 12
14, 23, 17, 27, 29, 40, 25, 48, 38, 15
27, 20, 25, 29, 39, 58, 44, 59, 39, 16
9, 11, 13, 19, 28, 37, 35, 37, 28, 10
6, 7, 14, 14, 27, 58, 36, 32, 34, 12
3, 4, 7, 9, 17, 23, 13, 23, 13, 3
3, 3, 0, 5, 6, 5, 9, 24, 10, 3
13, 16, 19, 24, 51, 63, 45, 50, 26, 8
