10less,10to15,15to20,20to25,25to35,35to50,50to75,75to100,100to150,150plus
0.051418966,0.026440589,0.02434845,0.027090099,0.057169901,0.095552981,0.152948088,0.130881081,0.205584477,0.228565367
0.055421387,0.040881364,0.032590564,0.031420391,0.079521972,0.113855347,0.191584713,0.147068343,0.185833437,0.121822482
0.055681877,0.046747251,0.040027686,0.042342186,0.082148288,0.119755772,0.168334422,0.127750817,0.15713854,0.160073162
0.068289056,0.045440247,0.048299923,0.044382167,0.096228088,0.127856101,0.189968258,0.130258229,0.14135377,0.107924161
0.093194073,0.04664657,0.053142558,0.051684853,0.098005916,0.127995018,0.18841195,0.128079933,0.134222109,0.07861702
0.0626867,0.03707382,0.037031229,0.038872336,0.08126233,0.120508308,0.185320703,0.134379531,0.168698467,0.134166575
0.088094183,0.047279389,0.051904465,0.052677814,0.11085166,0.145044186,0.174048518,0.124967151,0.122526973,0.08260566
0.061588711,0.042385341,0.036239353,0.039725363,0.082368365,0.121639031,0.177172694,0.121631453,0.152437176,0.164812513
0.083986836,0.050141349,0.05298642,0.057507188,0.106632871,0.138386749,0.178516103,0.115713588,0.114055973,0.102072923
0.086610548,0.057759551,0.052054105,0.051867041,0.092992302,0.132239729,0.185444996,0.129815095,0.131419527,0.079797108
0.08501807,0.04890507,0.036193509,0.041551866,0.083488389,0.121855655,0.177612982,0.130452285,0.156072208,0.118849966
0.104468614,0.050670088,0.047289095,0.041618803,0.07495621,0.091474194,0.125601858,0.09519736,0.121336918,0.247386859
0.078254233,0.040983437,0.04484046,0.053874554,0.093414186,0.125157272,0.181280036,0.130189963,0.154404637,0.097601221
0.080513408,0.045920412,0.049060025,0.043830518,0.10042943,0.1357286,0.170121195,0.122273118,0.137847123,0.114276171
0.034192569,0.024397189,0.023608691,0.02841512,0.05610745,0.089217051,0.150001947,0.135239518,0.207150992,0.251669473
0.083986836,0.050141349,0.05298642,0.057507188,0.106632871,0.138386749,0.178516103,0.115713588,0.114055973,0.102072923
0.145835832,0.070759162,0.067469632,0.054928299,0.095310706,0.117069577,0.149159628,0.100364932,0.098788699,0.100313533
0.143312823,0.072878525,0.059477747,0.057075988,0.099911291,0.133243366,0.16667925,0.105328225,0.096579971,0.065512816
0.078594865,0.051957241,0.045360267,0.049147804,0.095083832,0.124357471,0.181919713,0.127354204,0.147131253,0.09909335
0.074841149,0.044416204,0.045346062,0.048457986,0.098502929,0.138282243,0.188079224,0.123739268,0.132690698,0.105644236
0.065120553,0.038316719,0.033594139,0.03383665,0.079211712,0.114209861,0.174097285,0.141192388,0.173229351,0.147191341
0.048442222,0.040849222,0.036950114,0.038793329,0.08800791,0.116943398,0.179553002,0.144136413,0.175489721,0.13083467
0.050185329,0.054710643,0.037313988,0.043471789,0.077103998,0.119285675,0.178809426,0.141004203,0.164434609,0.13368034
0.055222068,0.038473935,0.031143143,0.035611897,0.066091028,0.102059165,0.158412962,0.135405181,0.186071253,0.191509368
0.066621003,0.055849994,0.035155615,0.04156856,0.067383022,0.087323944,0.13739458,0.117128302,0.164724517,0.226850464
0.050450035,0.051107778,0.038714517,0.043364874,0.082183245,0.119097623,0.185898915,0.136775906,0.167066697,0.125340411
0.035606963,0.026055987,0.020738438,0.025421179,0.047552897,0.067998664,0.126920398,0.121392621,0.195504404,0.332808449
0.066999344,0.042797704,0.039653765,0.037553347,0.084979999,0.117141825,0.193198389,0.150989337,0.166307678,0.100378611
0.086446698,0.047131995,0.044550006,0.046261822,0.096967233,0.119605997,0.180946064,0.118771487,0.14107502,0.118243677
0.046764956,0.029348043,0.031309407,0.031991358,0.071737648,0.111200295,0.172274156,0.139631022,0.176046011,0.189697105
0.098873673,0.057824606,0.042947981,0.041114173,0.070042753,0.109431628,0.168341327,0.118654919,0.144208859,0.148560082
0.054923669,0.032851981,0.031570298,0.03679532,0.07743569,0.11619285,0.185427339,0.131101265,0.173821421,0.159880167
0.053066696,0.034829548,0.026968083,0.038379886,0.08004927,0.1154005,0.165771836,0.122211354,0.170887222,0.192435605
0.068259423,0.042194139,0.042841928,0.039141844,0.091195556,0.130908332,0.19231656,0.128975944,0.145774547,0.118391726
0.03539514,0.019633986,0.020951383,0.028189134,0.070076028,0.105947336,0.188387855,0.147453296,0.207498056,0.176467787
0.035893035,0.025207148,0.026232447,0.028495698,0.067419058,0.105871542,0.170161541,0.139182344,0.198497748,0.20303944
0.123557505,0.05587621,0.05355102,0.045185352,0.094085993,0.131213792,0.171669945,0.118355385,0.123571835,0.082932964
0.088219605,0.04837717,0.059332814,0.048623364,0.123425383,0.171884617,0.199458373,0.099421444,0.111074638,0.050182594
