10less,10to15,15to20,20to25,25to35,35to50,50to75,75to100,100to150,150plus
0.045311089,0.03920424,0.028696263,0.031049612,0.056430207,0.08446516,0.154960732,0.127149255,0.188473151,0.244260291
0.067450221,0.039264442,0.035332215,0.039428285,0.089670194,0.112400971,0.181528171,0.142374564,0.155477168,0.137073768
0.065093241,0.039920897,0.041288558,0.050030495,0.08758571,0.127377234,0.199456632,0.147577947,0.155488199,0.086181086
0.04416439,0.024658451,0.023610104,0.037082474,0.069748508,0.108782691,0.184966263,0.139374338,0.186204205,0.181408576
0.136506373,0.069467695,0.05234422,0.04939001,0.106318726,0.13504021,0.17065485,0.105082335,0.101985885,0.073209694
0.074175174,0.046365643,0.041586188,0.044335606,0.087005794,0.117614017,0.183235445,0.132740747,0.151710749,0.121230636
0.066582487,0.046379486,0.042759193,0.047032905,0.090798716,0.130281986,0.190789445,0.124900111,0.151765334,0.108710337
0.061677687,0.036616002,0.034338683,0.045110288,0.094760304,0.14107075,0.19924487,0.136859015,0.144100962,0.10622144
0.028913278,0.017538985,0.015420415,0.020716841,0.053719654,0.089440142,0.139443615,0.133921439,0.224924461,0.275961171
0.080450061,0.037943648,0.038592538,0.039589146,0.077309652,0.114384006,0.175611038,0.133227832,0.155652874,0.147239205
0.107154883,0.051497078,0.04255751,0.046432245,0.08947871,0.128553571,0.173505113,0.12418988,0.135975534,0.100655476
0.066857873,0.039423715,0.042551976,0.043821048,0.096259094,0.131726477,0.184227976,0.119057968,0.145867109,0.130206764
0.038644694,0.026057412,0.023368736,0.030618797,0.06514353,0.106811311,0.1917253,0.152385029,0.210626287,0.154618904
0.074848842,0.046055834,0.049506236,0.049322358,0.09784431,0.138026889,0.196845965,0.119044271,0.119844678,0.108660617
0.095193887,0.053452832,0.047918303,0.046144874,0.087124188,0.123759194,0.168011617,0.113499488,0.126722845,0.138172773
0.115052344,0.041712989,0.039582175,0.038458866,0.070038911,0.095527608,0.137205855,0.09307254,0.140263109,0.229085603
0.060962397,0.042161034,0.037074228,0.03761594,0.083040457,0.119163386,0.173189229,0.137647649,0.166014851,0.14313083
0.052628881,0.042733728,0.043861673,0.0442462,0.084365147,0.129329129,0.171011818,0.139480633,0.16570535,0.126637443
0.080787597,0.044836083,0.042815819,0.043848909,0.098242983,0.130406502,0.191940372,0.134469987,0.138196761,0.094454988
0.083433747,0.060819795,0.064050359,0.058617609,0.116985914,0.142934308,0.179353472,0.106878714,0.113464495,0.073461586
0.073115853,0.039566596,0.037562978,0.038470766,0.076558964,0.118479325,0.193086545,0.145174782,0.168135338,0.109848853
0.082842026,0.039064515,0.037508337,0.035249655,0.079249478,0.102681072,0.157093949,0.113769952,0.15066471,0.201876306
0.085339729,0.047245378,0.038397057,0.03781493,0.08359335,0.117333395,0.167838681,0.120802869,0.163251525,0.138383086
0.076002996,0.0398097,0.038867562,0.038364309,0.084985488,0.131243856,0.181024999,0.133233463,0.151894808,0.12457282
0.062855208,0.05595468,0.053501972,0.052028517,0.095536621,0.12945354,0.178407021,0.130762261,0.140362598,0.10113758
0.091783388,0.044429838,0.036285753,0.03621776,0.07141562,0.09968572,0.147462339,0.09888491,0.146140247,0.227694423
0.074961577,0.04624123,0.045025058,0.045345807,0.099512195,0.12594721,0.18257267,0.129956565,0.140634815,0.109802873
0.089528868,0.047880751,0.039944121,0.042008873,0.084386178,0.116378318,0.169532245,0.124921325,0.14442517,0.140994151
0.059858917,0.039714616,0.04177109,0.042568088,0.085410372,0.118449218,0.17027235,0.124042826,0.148367708,0.169544816
0.057286778,0.031145626,0.027794756,0.029994106,0.063993975,0.101628501,0.157245301,0.142624812,0.188085311,0.200200834
0.068365864,0.042695499,0.04196585,0.048007562,0.091515624,0.129103582,0.188022708,0.127450818,0.135841777,0.127030717
0.075510301,0.046771661,0.050019032,0.052659752,0.089974782,0.115275729,0.175595946,0.12661179,0.141195223,0.126385783
0.085670992,0.046053073,0.040778356,0.044384345,0.095616231,0.134601183,0.182697011,0.139962214,0.139338838,0.090897757
0.075095041,0.044308315,0.047362916,0.041668742,0.095838106,0.129613029,0.185733021,0.130824908,0.140669356,0.108886565
0.060982001,0.062987523,0.052768428,0.049644246,0.092747869,0.120250741,0.171124504,0.127617761,0.151532864,0.110344063
