10less,10to15,15to20,20to25,25to35,35to50,50to75,75to100,100to150,150plus
0.170649599,0.088774365,0.100453015,0.085615727,0.158804705,0.173143261,0.142845268,0.041602593,0.025809401,0.012302066
0.150230986,0.061056337,0.062436254,0.07849529,0.155810651,0.185528868,0.174709517,0.073915565,0.042537448,0.015279083
0.240767878,0.056931419,0.051216295,0.064991208,0.084334701,0.109539859,0.135477726,0.071732122,0.099281946,0.085726846
0.163671965,0.101704676,0.094909007,0.089495508,0.162635337,0.165630039,0.123473854,0.057475236,0.025800507,0.01520387
0.184230819,0.051535792,0.057319111,0.05172857,0.112260635,0.14798869,0.184359337,0.094075312,0.078203316,0.038298419
0.176976684,0.080960165,0.137141874,0.113395853,0.157790588,0.150649574,0.13327024,0.037425794,0.012131119,0.000258109
0.26428853,0.141111549,0.1135856,0.083694652,0.136907108,0.139140717,0.090132703,0.017014847,0.009919853,0.004204441
0.186972613,0.068097705,0.081791266,0.132420429,0.174389341,0.152405625,0.132272391,0.045965951,0.018430792,0.007253886
0.328294714,0.076439175,0.071234613,0.052633961,0.103231354,0.111377625,0.108571687,0.07404055,0.05403693,0.020139392
0.16609589,0.094620926,0.093764761,0.087860179,0.16730633,0.186761927,0.130107463,0.043546292,0.023382145,0.006554086
0.278182942,0.100123609,0.092119901,0.08618665,0.12710136,0.143108776,0.1,0.053677379,0.014029666,0.005469716
0.189885899,0.077264403,0.078532188,0.136498098,0.140935343,0.167206649,0.146217777,0.044935906,0.011550923,0.006972813
0.080405232,0.028853552,0.070787381,0.036419595,0.169017697,0.225057707,0.221723519,0.105539882,0.047961016,0.014234419
0.206985041,0.086374163,0.084246104,0.096263379,0.126306566,0.158978532,0.143581398,0.072166239,0.02253239,0.002566189
0.316781565,0.122933038,0.096707323,0.088126115,0.126066625,0.113435858,0.084269392,0.029166466,0.018415851,0.004097768
0.304899542,0.077194219,0.132181882,0.09975326,0.140641523,0.097285865,0.070849489,0.050405358,0.026788861,0
