0,5450, 5260, 1382, 2255, 2414, 2631, 6046, 7100, 2897, 19333, 5344, 8583, 2069, 2567, 2660, 2636, 2042, 1112, 3308, 2370, 2555, 3801, 2773, 1231, 4682, 2898, 3681, 1964, 3279, 14346, 4812, 4713, 2438, 2715, 3058, 2552, 8026, 1152, 32303, 1052, 1781, 14117, 3600, 3666, 8280, 3796, 3059, 7361, 1239, 2853, 9955, 8280, 1483, 5800, 3840, 4017, 2053, 6831, 5172, 10764, 3453, 2155, 6093, 1926, 3435, 4032, 2882, 6597, 4118, 2419, 1649, 3486, 6709, 673
1,5618, 5273, 1510, 2653, 2351, 2777, 5765, 6815, 2928, 18694, 5533, 8353, 2092, 2987, 2746, 2594, 2102, 1184, 3339, 2404, 2522, 3805, 2778, 1892, 4757, 2875, 3747, 2018, 3471, 14290, 4795, 4836, 2434, 2730, 3175, 2479, 7874, 1294, 31925, 1004, 1974, 13472, 3908, 3878, 8456, 3869, 3088, 7368, 1214, 2866, 10238, 8374, 1961, 5757, 3725, 4341, 2144, 6703, 5109, 10904, 3374, 2170, 6038, 1947, 3501, 4118, 2815, 6487, 4032, 2411, 1637, 3496, 6667, 663
2,5670, 5375, 1681, 3482, 2469, 2964, 5383, 6200, 2903, 17778, 5642, 7999, 2159, 3171, 2789, 2500, 2264, 1432, 3655, 2474, 2372, 3807, 2893, 2389, 5033, 2697, 3686, 2693, 3755, 14394, 4865, 4926, 2607, 2817, 3498, 2358, 7623, 1609, 30694, 966, 2322, 12302, 4291, 4340, 8534, 4243, 3239, 7410, 1140, 2961, 10522, 8810, 2916, 5770, 3577, 4815, 2408, 6318, 5118, 10634, 3388, 2097, 6247, 2056, 3606, 4135, 2700, 6163, 3772, 2469, 1671, 3556, 6691, 617
3,5560, 5484, 1890, 4279, 2657, 3157, 4651, 5418, 2852, 16636, 5774, 7280, 3986, 3347, 2955, 2425, 2627, 1858, 4084, 2726, 2138, 3911, 2966, 3157, 4887, 2500, 4438, 3543, 4210, 14015, 4926, 5172, 2671, 2998, 3819, 2235, 7133, 1931, 27878, 1048, 2929, 10992, 5404, 4428, 9401, 5005, 3556, 7746, 1020, 3288, 10561, 9164, 4047, 6294, 3366, 5296, 2574, 5783, 4783, 9954, 3236, 2054, 6298, 2158, 3670, 4112, 2630, 5581, 3558, 2394, 1771, 3555, 6701, 505
4,5524, 5608, 2055, 5088, 2904, 3396, 4061, 4530, 2761, 15697, 5926, 6557, 6075, 3385, 3350, 2768, 2766, 2265, 4645, 3062, 1889, 3999, 3347, 3090, 5413, 2300, 5071, 4483, 4748, 13225, 5286, 5112, 3255, 3247, 4355, 2043, 6666, 2216, 24609, 1201, 4296, 9492, 6846, 4545, 10073, 4826, 4435, 7977, 912, 3634, 10652, 9588, 5373, 6709, 3111, 5768, 2934, 5192, 4415, 9496, 3306, 1969, 6015, 2247, 3712, 3936, 2653, 5211, 3137, 2238, 1794, 3404, 6306, 444
5,5804, 5619, 2341, 6061, 3010, 3688, 3540, 3843, 3098, 14691, 5534, 5584, 7967, 3761, 3761, 3163, 2931, 2776, 5033, 3343, 1699, 4012, 3770, 2922, 5837, 2185, 6062, 5075, 5572, 12564, 5786, 4997, 3759, 3416, 5074, 1791, 6244, 2497, 21271, 1469, 5961, 8168, 8485, 4397, 10747, 4515, 5271, 7351, 875, 4043, 10746, 9986, 6730, 7130, 2808, 5958, 3568, 4478, 4496, 8715, 3274, 1938, 6276, 2379, 3617, 3682, 2685, 4750, 2795, 2108, 1902, 2993, 5950, 390
6,5964, 5858, 2493, 6669, 3222, 4161, 3099, 3332, 2928, 15011, 5666, 4682, 7876, 4314, 4137, 3638, 3034, 2927, 5464, 4090, 1562, 3955, 4166, 4240, 5468, 2092, 7084, 5672, 6059, 11849, 6188, 5078, 5111, 3576, 5558, 1620, 6100, 2815, 19356, 1491, 6527, 7070, 10090, 4508, 9755, 5334, 5815, 7994, 738, 3900, 10685, 9851, 8032, 7042, 2632, 6293, 3588, 3741, 4020, 9137, 3246, 1909, 6042, 2527, 3556, 3576, 2587, 4236, 2487, 2207, 1870, 2777, 5507, 309
7,5871, 6028, 2718, 7311, 3365, 4386, 2784, 2980, 2878, 15480, 5714, 3998, 7720, 4544, 4090, 3982, 3990, 3091, 5897, 4711, 1360, 4534, 4491, 3975, 5132, 2131, 8138, 6774, 6414, 11437, 6710, 5280, 4962, 5013, 6110, 1583, 5695, 2960, 17585, 1512, 7252, 6034, 11244, 4865, 9074, 6116, 6614, 8810, 692, 3582, 10836, 11358, 7614, 7055, 2443, 6492, 3747, 3150, 3497, 9338, 3136, 1854, 5903, 2581, 3611, 3411, 2466, 3827, 2145, 2337, 1714, 2531, 5114, 256
8,5906, 6182, 2900, 8148, 3545, 5020, 2561, 2827, 2645, 15043, 5784, 3772, 7371, 4891, 3870, 4334, 4491, 3405, 5944, 5285, 1184, 4576, 4948, 3766, 4906, 2248, 8715, 7563, 6468, 10900, 7290, 5500, 5018, 6399, 6907, 1593, 8115, 2969, 15707, 1596, 7139, 5687, 12361, 4749, 8575, 6963, 7099, 9488, 645, 3457, 11429, 11399, 7334, 7029, 2457, 6572, 3556, 2784, 3241, 8941, 3252, 1629, 6006, 2465, 3534, 3127, 2515, 3751, 1908, 2333, 1643, 2336, 5074, 248
9,6130, 6732, 3002, 8844, 3694, 5377, 2606, 2659, 2479, 14296, 6160, 3433, 7165, 4567, 4225, 4738, 4851, 3652, 6087, 5536, 1264, 5122, 4849, 3447, 6418, 1828, 9204, 7328, 6712, 10698, 8038, 5628, 4914, 7256, 7100, 1531, 9819, 2998, 14843, 1635, 7586, 5212, 13318, 4794, 8569, 7595, 7657, 9786, 632, 4341, 9884, 11588, 7092, 7505, 2326, 6621, 3468, 2549, 2868, 8792, 3121, 1546, 5843, 2351, 3363, 3163, 2602, 3710, 1890, 2390, 1554, 2279, 4952, 194
10,6296, 7315, 3175, 9306, 4049, 5568, 2623, 2448, 2227, 13979, 6669, 3343, 6296, 4985, 4716, 4786, 5213, 4041, 6896, 5149, 1274, 5416, 4218, 5174, 6512, 2164, 8417, 7006, 7092, 10626, 7534, 6382, 4680, 7287, 7503, 1420, 9900, 2913, 13885, 1702, 8012, 5013, 12221, 7929, 8024, 8219, 8275, 9754, 635, 5571, 9114, 11781, 6871, 8827, 2408, 6065, 3513, 2642, 2728, 8330, 3493, 1659, 5555, 2363, 3552, 3134, 2618, 3806, 1771, 2248, 1445, 2195, 4856, 200
11,6516, 7764, 3199, 9625, 4105, 5451, 2710, 2377, 2209, 14204, 6597, 3265, 6098, 5649, 4992, 4960, 5430, 4392, 6385, 5569, 1252, 6335, 3751, 6161, 6955, 2049, 7353, 6971, 7318, 10736, 7359, 6992, 4665, 8103, 7443, 1553, 9870, 2805, 13382, 1747, 8754, 4835, 13793, 8069, 9050, 7092, 8347, 10529, 655, 4956, 9889, 12764, 6741, 8536, 2614, 5764, 3619, 2478, 2720, 8178, 3637, 1670, 5359, 2349, 3625, 3019, 2491, 3496, 1618, 2283, 1439, 2102, 4674, 227
12,6622, 7941, 3371, 10170, 4316, 5750, 2867, 2360, 2171, 13774, 6698, 3153, 6395, 5689, 5484, 5142, 5383, 4729, 5927, 5974, 1158, 5235, 5233, 6403, 7842, 2064, 6384, 6959, 7449, 11146, 7551, 7373, 4643, 8358, 7386, 1571, 9658, 2730, 13165, 1891, 8807, 4952, 14627, 8036, 10079, 6362, 8554, 9998, 699, 4196, 10532, 13720, 6457, 9964, 2289, 5982, 3557, 2438, 2663, 8065, 3596, 1713, 5146, 2589, 3850, 3022, 2519, 3348, 1686, 2023, 1480, 2103, 4620, 253
13,6842, 8229, 3412, 9281, 6332, 6798, 2769, 2303, 1964, 13228, 6677, 3285, 6465, 5977, 5757, 5378, 5316, 4667, 6222, 5966, 1459, 6300, 4449, 7275, 7665, 2196, 6269, 6900, 7678, 10394, 8508, 7016, 5967, 8726, 7305, 1377, 9590, 2714, 13201, 2761, 7477, 5096, 13130, 8447, 10642, 5778, 8804, 9536, 676, 5353, 11290, 12575, 6269, 9984, 2418, 6896, 3215, 2519, 2613, 7907, 3671, 1716, 5151, 2538, 3804, 3142, 2928, 3338, 1921, 2048, 1420, 2005, 4761, 232
14,6836, 8343, 3796, 8344, 7655, 7320, 2728, 2348, 2040, 12696, 6756, 3294, 6125, 5991, 6211, 5605, 5258, 4246, 6656, 6038, 1617, 7226, 4092, 7970, 7303, 2020, 7071, 5969, 7439, 10397, 8926, 6874, 6669, 8927, 8117, 1341, 9442, 2526, 13090, 2462, 8255, 4979, 12768, 8245, 11434, 5650, 9225, 9372, 610, 6080, 11414, 12735, 6284, 10096, 2496, 6631, 3196, 2612, 2541, 7970, 3760, 1736, 5194, 2781, 3723, 3127, 3183, 3202, 1920, 2062, 1340, 2047, 4949, 156
15,6805, 8097, 4406, 8132, 8013, 7995, 2738, 2339, 2007, 12388, 6817, 3439, 7258, 5713, 5986, 5921, 5138, 3895, 7445, 5952, 1616, 9193, 3848, 7919, 7222, 2093, 7222, 6390, 6517, 10586, 9263, 6765, 7281, 9179, 8233, 1294, 9318, 2393, 13115, 2277, 8467, 5100, 12444, 8402, 11845, 5337, 9457, 8923, 590, 6532, 11876, 13092, 7220, 8913, 2907, 6339, 3186, 2504, 2471, 7982, 3685, 1697, 5271, 2690, 4126, 3117, 2912, 3301, 1901, 2094, 1352, 2028, 4805, 189
16,6696, 8120, 4500, 8254, 8218, 8227, 2710, 2490, 1955, 12642, 6894, 3568, 7642, 5736, 5691, 5511, 5356, 4310, 7144, 6713, 1498, 7065, 6754, 8084, 7208, 2064, 7666, 6646, 6089, 10889, 8749, 6631, 7878, 8738, 9854, 1399, 9747, 2342, 13066, 2347, 8391, 4905, 12539, 8131, 11842, 6648, 7878, 9082, 552, 6299, 12771, 12782, 7539, 8360, 2555, 5910, 4687, 2462, 2444, 7829, 3607, 1759, 5446, 2594, 3880, 3177, 2860, 3342, 1916, 2056, 1426, 2016, 4931, 187
17,7021, 8166, 4412, 7863, 7866, 8626, 2427, 2346, 2215, 12960, 6834, 3601, 7299, 5694, 5688, 5643, 5901, 4190, 7083, 7205, 1551, 6285, 6367, 7875, 8909, 2020, 7965, 6747, 5709, 11230, 9777, 6543, 7762, 8663, 10820, 1214, 9577, 2506, 13292, 2510, 8246, 5121, 12662, 8791, 11907, 7560, 7028, 9003, 750, 5216, 14001, 12416, 6965, 8958, 2436, 5732, 4375, 2505, 2605, 7966, 3816, 1905, 5630, 2684, 3774, 3186, 2722, 3516, 1771, 2094, 1524, 2182, 4938, 179
18,7539, 8371, 4363, 7670, 7618, 8902, 2391, 2415, 2427, 13082, 6867, 3709, 7126, 5669, 5773, 5687, 6073, 4324, 6803, 7677, 1547, 5658, 6662, 7895, 9453, 1999, 7479, 6892, 5398, 11947, 9016, 6231, 7456, 8912, 10900, 1334, 9973, 2779, 13775, 2287, 8597, 5045, 12373, 9140, 11730, 8320, 6475, 11791, 774, 4643, 15037, 11391, 7772, 7870, 2286, 6461, 4022, 2619, 2786, 8364, 3631, 2003, 5639, 2685, 3831, 2975, 2603, 3645, 1768, 2026, 1456, 2169, 4819, 231
19,8210, 9114, 4391, 7828, 7762, 7117, 2695, 2445, 2518, 12971, 7275, 3592, 7206, 5621, 5756, 5998, 6084, 4665, 7521, 6957, 1558, 5267, 7131, 7973, 10517, 2169, 7903, 7891, 6631, 10780, 8855, 6050, 7632, 9235, 10726, 1320, 10248, 3083, 13642, 2437, 9177, 5032, 12181, 10020, 11425, 8584, 8177, 9827, 764, 4560, 12222, 11394, 7046, 9377, 2340, 6963, 4349, 2614, 2555, 7919, 4244, 1692, 5691, 2754, 3818, 3001, 2723, 3760, 1781, 2005, 1498, 2165, 4791, 232
20,8190, 9770, 4160, 7710, 7746, 6354, 2743, 2485, 2659, 13166, 7181, 3661, 7342, 6170, 5878, 5987, 5853, 4896, 7710, 6881, 1611, 5249, 7163, 8154, 10916, 2219, 7845, 7385, 7168, 10399, 8490, 6142, 7896, 9279, 10448, 1422, 10247, 3137, 13947, 2454, 8947, 4947, 12216, 10365, 11715, 8617, 10368, 9801, 638, 4568, 11648, 10537, 7134, 9692, 2322, 7581, 4360, 2694, 2626, 7952, 4495, 1701, 5569, 2746, 3694, 3215, 2900, 3882, 1810, 2198, 1451, 2293, 4710, 202
21,8531, 9094, 4761, 8081, 8026, 6191, 2875, 2507, 2602, 13334, 7339, 3744, 7396, 6178, 5850, 6125, 5994, 4794, 7679, 6864, 1615, 5274, 6743, 7894, 9254, 2506, 9699, 7333, 7739, 11237, 7263, 6126, 7761, 9155, 10556, 1467, 10832, 3339, 14316, 2457, 8860, 4890, 10483, 10432, 12630, 8817, 8618, 13280, 677, 4392, 11333, 10279, 7080, 9621, 2458, 7745, 4372, 2600, 2701, 8211, 4481, 1573, 5729, 3141, 3652, 3277, 2800, 3975, 1864, 2301, 1307, 2416, 5073, 212
22,8352, 9225, 4496, 8553, 8102, 6028, 2868, 2629, 2729, 13282, 7506, 3625, 7661, 6365, 5989, 6178, 5672, 4782, 6850, 7529, 1514, 6168, 5473, 7911, 8712, 3211, 9276, 7409, 7551, 11274, 7202, 6302, 8104, 9491, 11061, 1347, 9190, 4124, 13799, 4258, 9564, 5038, 9951, 10326, 14049, 9782, 8897, 10912, 1080, 4513, 10722, 10143, 7056, 9772, 2502, 8043, 4515, 2548, 2646, 8886, 4589, 1858, 5842, 3111, 3824, 3506, 2969, 4052, 2036, 2441, 1419, 2432, 4855, 218
23,7904, 8980, 4748, 8626, 8217, 6205, 2881, 2359, 2803, 13235, 7646, 3469, 7755, 6599, 5743, 6481, 5623, 4410, 7040, 8255, 1446, 6589, 4975, 7821, 8290, 3512, 8874, 8007, 7392, 11821, 6725, 6132, 8556, 9956, 11902, 1388, 8517, 4585, 13621, 5033, 9464, 4954, 9549, 10571, 14516, 9989, 8227, 11245, 1235, 4498, 10627, 10256, 7322, 9916, 2666, 8065, 4722, 2497, 2575, 9104, 4386, 2074, 6136, 3004, 3890, 3501, 2945, 3908, 2139, 2505, 1490, 2378, 4993, 242
24,7774, 9435, 4495, 8920, 6804, 7620, 2793, 2440, 2790, 13613, 7465, 3661, 7913, 6855, 5846, 6163, 4837, 4797, 6918, 8051, 1459, 6617, 4797, 7686, 8371, 2968, 8473, 7824, 7276, 12290, 6715, 6359, 8574, 11118, 11206, 1394, 8720, 4489, 13812, 5202, 9775, 4979, 9317, 11503, 13447, 9910, 7790, 11736, 958, 4348, 14022, 9840, 8782, 9489, 3106, 7593, 5010, 2508, 2768, 8206, 4469, 2175, 6587, 3061, 4046, 3414, 2743, 4004, 1899, 2368, 1445, 2315, 4909, 269
25,8005, 9992, 4549, 7688, 7814, 7393, 2646, 2510, 2773, 13646, 7796, 3774, 7972, 7163, 6261, 5947, 5135, 4708, 7022, 8021, 1507, 6772, 4591, 7544, 9003, 2888, 10470, 7782, 7106, 12483, 6781, 6494, 8535, 11362, 10302, 1442, 8606, 4282, 13878, 5033, 10212, 5073, 11583, 11750, 11410, 10097, 7544, 11963, 903, 4068, 13518, 10051, 8864, 9232, 3175, 7182, 5378, 2516, 2751, 8517, 4402, 2176, 6526, 2814, 3863, 3430, 2688, 4145, 1871, 2463, 1564, 2270, 5081, 234
26,7745, 9977, 4792, 7497, 8399, 7008, 2703, 2390, 2730, 13560, 7594, 3765, 8249, 7501, 6399, 6098, 5262, 4782, 7505, 7349, 1469, 6707, 5649, 6227, 9109, 2823, 11013, 7804, 7339, 12486, 6848, 6759, 8538, 10269, 10365, 1552, 8759, 4896, 13837, 5710, 10445, 4911, 13187, 10151, 11123, 9885, 7716, 11969, 828, 4322, 13504, 9876, 8962, 9339, 3500, 7050, 5879, 2667, 2653, 8708, 4324, 1947, 6741, 2988, 4010, 3266, 2768, 4236, 1791, 2578, 1572, 2344, 5217, 264
27,8038, 10357, 4751, 7105, 8664, 7331, 2680, 2413, 2659, 13421, 8503, 3612, 8486, 7860, 6453, 6301, 5484, 4712, 7368, 7258, 1465, 7146, 5842, 5734, 9931, 2697, 11659, 7391, 7744, 12672, 6657, 6576, 8490, 10523, 9889, 1581, 8914, 4783, 13952, 6088, 11215, 5107, 13616, 9665, 11057, 10137, 7659, 11904, 769, 4242, 11861, 10645, 9026, 9161, 4499, 6951, 5738, 2757, 2695, 8295, 4429, 1781, 6588, 2757, 3884, 3225, 2737, 4135, 1821, 2474, 1610, 2417, 4951, 211
28,7891, 10526, 4159, 7464, 9000, 7210, 2638, 2490, 2741, 13815, 9003, 3500, 8323, 7289, 6864, 6356, 5221, 4863, 7169, 7166, 1426, 7106, 4962, 8334, 9007, 2738, 9700, 9711, 7591, 13083, 8599, 5700, 8815, 10584, 9580, 1539, 8884, 4765, 13231, 5802, 11162, 4832, 13977, 8988, 12311, 10074, 7632, 11734, 744, 4221, 11505, 11685, 8853, 9469, 3506, 9251, 5264, 2591, 2607, 8430, 4098, 2207, 6550, 2855, 3829, 3268, 2599, 3931, 1828, 2453, 1549, 2350, 4857, 192
29,7931, 10947, 3878, 7825, 8945, 7508, 2554, 2513, 2610, 13836, 9049, 3653, 7667, 6868, 7205, 6161, 5900, 4814, 7505, 7381, 1230, 7289, 4657, 8850, 9219, 2560, 9098, 10323, 8115, 13077, 8724, 6268, 7528, 10968, 9500, 1334, 10197, 5554, 13456, 4623, 11093, 4959, 14530, 8620, 12426, 10929, 7522, 11853, 781, 4072, 11318, 10984, 10403, 8674, 3734, 7732, 6287, 2615, 2385, 8084, 3981, 2369, 6585, 2983, 3806, 3359, 2774, 3932, 1675, 2415, 1501, 2295, 4960, 215
