county_1,county_2,distance,net_mig,negative: county 1 to county 2
32,69,1223,0,
32,73,1690,0,
33,49,291,0,
33,51,1036,0,
33,61,1453,0,
34,42,113,0,
34,69,583,0,
34,70,535,0,
35,46,730,0,
35,48,1346,0,
35,65,1571,0,
35,68,1261,0,
36,39,1413,0,
36,43,2256,0,
36,44,2697,0,
36,58,624,0,
36,63,1403,0,
36,73,1822,0,
37,39,570,0,
37,43,942,0,
37,48,904,0,
37,70,1142,0,
37,71,1035,0,
37,72,699,0,
37,73,912,0,
39,40,1135,0,
39,52,741,0,
39,70,1466,0,
40,63,782,0,
40,72,49,0,
40,73,1304,0,
41,73,872,0,
42,48,1061,0,
42,52,706,0,
42,63,626,0,
42,69,590,0,
43,54,1787,0,
43,57,1995,0,
43,61,2234,0,
44,48,1063,0,
45,46,1701,0,
45,56,291,0,
45,64,550,0,
46,56,1418,0,
46,68,1693,0,
46,73,1762,0,
47,48,1618,0,
47,52,1163,0,
47,53,83,0,
47,59,2400,0,
48,51,991,0,
48,52,493,0,
48,55,911,0,
48,65,860,0,
48,70,1403,0,
48,73,104,0,
49,51,1055,0,
49,60,1392,0,
50,73,1166,0,
51,61,2376,0,
51,69,997,0,
52,54,1301,0,
52,63,682,0,
52,66,1346,0,
52,72,923,0,
53,66,265,0,
53,72,452,0,
54,60,717,0,
54,66,2325,0,
54,70,2050,0,
54,73,803,0,
55,72,992,0,
56,69,632,0,
56,70,1054,0,
56,73,1241,0,
57,60,454,0,
57,70,2247,0,
58,70,2456,0,
59,71,2166,0,
59,73,1098,0,
60,61,65,0,
60,68,1496,0,
60,70,2525,0,
60,73,1503,0,
62,65,1697,0,
62,73,1452,0,
63,66,1427,0,
63,71,1048,0,
64,65,240,0,
64,66,1125,0,
65,70,796,0,
67,73,367,0,
69,72,799,0,
69,73,611,0,
70,72,542,0,
71,73,1332,0,
0,31,2376,1,positive: county 1 to county 2
0,39,1158,1,
0,48,1561,1,
0,52,1898,1,
0,53,2493,1,
0,56,1568,1,
0,73,1473,1,
1,25,2139,1,
1,36,2108,1,
2,12,261,1,
2,19,1040,1,
2,30,503,1,
2,34,204,1,
2,40,81,1,
2,57,1762,1,
2,60,1993,1,
2,70,569,1,
2,73,1226,1,
3,11,634,1,
3,19,57,1,
3,37,411,1,
3,39,439,1,
3,42,965,1,
3,44,1681,1,
3,48,908,1,
3,70,1542,1,
4,12,713,1,
4,21,262,1,
4,22,161,1,
4,39,1450,1,
4,40,402,1,
4,53,92,1,
4,63,1130,1,
5,11,588,1,
5,12,1075,1,
5,18,1484,1,
5,25,735,1,
5,27,1508,1,
5,33,731,1,
5,43,1455,1,
5,65,928,1,
5,67,559,1,
5,70,1709,1,
6,10,1256,1,
6,47,1587,1,
7,24,1750,1,
7,69,1062,1,
7,70,2149,1,
8,35,1272,1,
8,39,304,1,
8,62,1441,1,
8,71,1034,1,
9,12,117,1,
10,35,2036,1,
10,40,104,1,
10,65,503,1,
10,70,440,1,
11,45,854,1,
12,16,366,1,
12,22,794,1,
12,33,380,1,
12,37,405,1,
12,55,1110,1,
12,58,1689,1,
12,64,544,1,
12,66,931,1,
12,68,993,1,
12,69,592,1,
13,48,862,1,
13,62,1925,1,
14,23,1101,1,
14,33,564,1,
14,64,878,1,
15,40,396,1,
15,41,2004,1,
15,48,1414,1,
15,58,2366,1,
15,63,1109,1,
15,64,754,1,
15,72,403,1,
15,73,1495,1,
16,20,862,1,
16,27,952,1,
16,28,629,1,
16,30,290,1,
16,46,1344,1,
16,59,1264,1,
16,73,952,1,
17,26,352,1,
17,27,50,1,
17,32,417,1,
17,49,1037,1,
17,56,969,1,
17,60,2389,1,
17,61,2324,1,
18,21,874,1,
18,37,1107,1,
18,39,1200,1,
18,48,979,1,
18,57,2015,1,
18,66,1017,1,
18,71,416,1,
19,37,437,1,
19,39,390,1,
19,43,1326,1,
19,63,391,1,
19,65,757,1,
19,68,700,1,
19,70,1554,1,
20,21,1683,1,
20,27,1541,1,
20,53,1821,1,
20,70,1750,1,
20,72,1453,1,
21,26,692,1,
21,30,750,1,
21,39,1398,1,
21,42,436,1,
21,44,1189,1,
21,64,794,1,
22,28,555,1,
22,33,1070,1,
22,34,634,1,
22,43,524,1,
22,45,721,1,
22,49,1305,1,
22,64,934,1,
22,68,1501,1,
23,25,1922,1,
23,36,1981,1,
23,73,1115,1,
24,26,434,1,
24,27,321,1,
24,32,474,1,
24,40,119,1,
24,52,789,1,
24,56,621,1,
24,66,641,1,
25,56,1491,1,
25,71,2267,1,
26,40,542,1,
26,69,669,1,
27,28,337,1,
27,43,82,1,
27,63,982,1,
27,66,635,1,
27,69,901,1,
28,39,1033,1,
28,40,174,1,
29,63,553,1,
30,63,546,1,
31,35,2191,1,
31,40,949,1,
31,54,1782,1,
31,55,25,1,
31,56,1322,1,
32,39,1598,1,
32,43,528,1,
32,52,1156,1,
32,62,2539,1,
32,67,1393,1,
33,35,1362,1,
33,54,1088,1,
33,56,420,1,
34,37,613,1,
34,48,1000,1,
34,62,1958,1,
34,71,421,1,
34,72,309,1,
35,73,1254,1,
36,42,1843,1,
36,52,2076,1,
36,64,1842,1,
36,65,1683,1,
37,42,559,1,
37,45,474,1,
37,52,834,1,
37,61,1324,1,
37,63,218,1,
37,64,534,1,
37,69,324,1,
39,43,1200,1,
39,44,1388,1,
39,45,991,1,
39,49,284,1,
39,51,1257,1,
39,66,1769,1,
40,42,182,1,
40,43,466,1,
40,48,1243,1,
40,60,2063,1,
42,73,1122,1,
43,49,933,1,
43,56,934,1,
44,73,1167,1,
46,48,1831,1,
46,61,529,1,
46,62,575,1,
47,56,1009,1,
47,69,1229,1,
48,53,1538,1,
48,62,1542,1,
48,69,589,1,
49,53,1251,1,
49,64,423,1,
49,72,888,1,
50,65,1555,1,
51,60,2439,1,
51,63,1122,1,
51,73,1094,1,
52,65,595,1,
53,55,939,1,
53,58,2447,1,
55,57,2006,1,
55,64,655,1,
55,65,863,1,
58,63,1296,1,
59,64,1538,1,
59,70,2303,1,
60,65,1729,1,
60,71,2406,1,
61,66,2631,1,
61,72,2013,1,
63,73,694,1,
64,70,780,1,
65,72,452,1,
65,73,909,1,
68,71,1168,1,
69,71,966,1,
0,62,30,2,
0,64,1778,2,
0,70,2498,2,
1,40,206,2,
1,64,651,2,
2,14,1044,2,
2,18,768,2,
2,25,1871,2,
2,39,1053,2,
2,42,107,2,
2,53,526,2,
2,55,919,2,
2,71,505,2,
3,7,627,2,
3,47,1597,2,
3,56,683,2,
3,57,763,2,
3,58,913,2,
3,61,918,2,
3,64,849,2,
3,71,1424,2,
3,73,869,2,
4,19,1491,2,
4,24,343,2,
4,32,167,2,
4,61,2388,2,
6,30,1110,2,
6,63,572,2,
6,65,784,2,
6,70,1391,2,
7,12,1435,2,
7,22,2207,2,
7,37,1038,2,
8,20,572,2,
8,44,1094,2,
8,54,888,2,
8,56,838,2,
8,63,314,2,
8,65,508,2,
8,69,206,2,
8,73,410,2,
9,46,1734,2,
10,62,2141,2,
11,15,1182,2,
11,69,236,2,
11,70,1205,2,
11,71,1054,2,
12,56,227,2,
13,37,623,2,
13,60,1960,2,
14,20,557,2,
14,25,826,2,
14,48,929,2,
14,58,885,2,
14,60,955,2,
14,61,890,2,
14,63,425,2,
14,66,1759,2,
15,24,328,2,
15,30,943,2,
15,31,817,2,
15,32,201,2,
15,37,1049,2,
15,51,758,2,
15,55,826,2,
16,26,823,2,
16,35,1287,2,
16,39,614,2,
16,41,1049,2,
16,42,535,2,
16,45,436,2,
16,52,853,2,
16,54,1071,2,
16,57,1202,2,
16,63,259,2,
16,67,592,2,
17,19,1416,2,
17,20,1592,2,
17,22,413,2,
17,25,2251,2,
17,28,379,2,
17,41,1909,2,
17,48,1238,2,
17,62,2355,2,
17,66,603,2,
18,20,1454,2,
18,26,289,2,
18,46,2423,2,
18,68,959,2,
19,23,1084,2,
19,29,808,2,
19,51,1503,2,
19,66,1761,2,
20,24,1414,2,
20,34,1243,2,
20,40,1419,2,
20,48,587,2,
21,24,294,2,
21,43,531,2,
21,65,676,2,
22,32,10,2,
22,56,995,2,
22,59,2384,2,
22,61,2490,2,
22,66,196,2,
22,69,1214,2,
23,26,293,2,
23,30,669,2,
23,37,678,2,
23,39,1017,2,
23,62,2024,2,
23,64,359,2,
23,66,766,2,
23,70,470,2,
25,28,1908,2,
25,45,1724,2,
25,70,2392,2,
25,73,1335,2,
26,68,815,2,
26,71,357,2,
27,33,823,2,
27,52,719,2,
28,60,2038,2,
28,64,404,2,
28,70,491,2,
29,73,279,2,
30,31,1331,2,
30,33,417,2,
30,35,1483,2,
30,37,333,2,
30,47,1027,2,
30,51,1317,2,
30,54,1326,2,
30,60,1573,2,
30,65,466,2,
31,47,1008,2,
31,71,583,2,
32,36,2375,2,
32,41,2162,2,
33,39,558,2,
33,40,591,2,
33,42,441,2,
33,64,360,2,
33,67,460,2,
33,68,630,2,
34,39,956,2,
34,53,578,2,
35,43,2125,2,
35,60,264,2,
35,66,2576,2,
35,70,2366,2,
35,71,2238,2,
36,40,1902,2,
37,47,1186,2,
37,66,1324,2,
37,67,554,2,
39,42,965,2,
39,48,476,2,
39,64,688,2,
39,69,375,2,
40,62,2036,2,
40,70,526,2,
41,60,635,2,
43,64,512,2,
43,67,957,2,
44,60,2577,2,
44,67,1121,2,
45,73,1231,2,
46,49,1475,2,
46,53,2393,2,
46,60,538,2,
46,72,1941,2,
47,54,2169,2,
49,56,692,2,
49,61,1328,2,
49,65,438,2,
49,66,1484,2,
49,69,91,2,
49,70,1191,2,
50,70,2345,2,
51,62,2396,2,
52,64,356,2,
52,68,470,2,
53,64,872,2,
54,62,664,2,
54,69,947,2,
55,61,2321,2,
55,70,722,2,
55,73,1014,2,
56,58,1515,2,
56,59,1507,2,
56,61,1529,2,
57,65,1459,2,
58,64,1744,2,
61,64,1743,2,
61,73,1449,2,
62,69,1424,2,
66,69,1393,2,
66,72,624,2,
67,71,1082,2,
68,73,201,2,
0,61,39,3,
0,68,1465,3,
1,60,2262,3,
1,61,2198,3,
1,67,1094,3,
2,4,462,3,
2,41,1593,3,
2,47,580,3,
2,56,487,3,
3,13,985,3,
3,25,853,3,
3,35,842,3,
3,68,742,3,
4,6,1418,3,
4,14,1500,3,
4,16,1037,3,
4,17,258,3,
4,49,1167,3,
4,58,2381,3,
5,8,591,3,
5,19,286,3,
5,32,1809,3,
5,49,522,3,
5,51,1547,3,
5,66,1969,3,
6,24,1139,3,
6,35,1245,3,
6,57,1069,3,
6,64,641,3,
6,68,75,3,
7,48,1172,3,
7,73,1086,3,
8,22,1334,3,
8,31,922,3,
10,21,176,3,
10,23,277,3,
10,30,644,3,
10,33,690,3,
10,39,1226,3,
11,39,297,3,
11,57,1111,3,
11,62,1439,3,
12,13,497,3,
12,15,707,3,
13,15,567,3,
13,19,988,3,
13,55,616,3,
13,61,1895,3,
13,64,187,3,
13,65,264,3,
13,72,462,3,
14,17,1436,3,
14,19,67,3,
14,36,997,3,
14,43,1350,3,
14,49,501,3,
15,16,1023,3,
15,56,926,3,
15,60,2438,3,
15,62,2409,3,
15,67,1209,3,
15,69,1053,3,
16,24,695,3,
16,25,1295,3,
16,32,1150,3,
16,44,1403,3,
16,53,1103,3,
16,58,1344,3,
17,36,2316,3,
17,58,2321,3,
18,42,700,3,
18,73,1080,3,
19,25,837,3,
19,32,1615,3,
19,49,452,3,
19,52,1028,3,
19,60,973,3,
20,57,582,3,
20,71,1603,3,
21,52,1075,3,
21,72,234,3,
22,25,2435,3,
22,27,442,3,
22,54,2154,3,
23,43,279,3,
23,72,300,3,
24,35,1967,3,
24,37,721,3,
24,43,347,3,
24,44,1002,3,
24,60,2110,3,
25,62,117,3,
26,33,657,3,
26,39,997,3,
26,61,2068,3,
26,63,776,3,
26,65,472,3,
26,73,975,3,
27,35,2172,3,
27,47,454,3,
27,48,1193,3,
27,49,987,3,
27,65,612,3,
27,72,468,3,
28,34,92,3,
28,41,1602,3,
28,54,1600,3,
28,68,968,3,
29,65,669,3,
30,32,1023,3,
30,56,18,3,
30,70,1070,3,
31,36,2508,3,
31,59,2072,3,
31,69,978,3,
32,44,1110,3,
32,64,942,3,
33,46,1496,3,
33,48,802,3,
33,60,1518,3,
33,71,889,3,
34,60,1990,3,
34,61,1925,3,
35,45,1721,3,
37,58,1317,3,
37,68,725,3,
38,63,1181,3,
39,63,373,3,
39,71,1322,3,
39,73,430,3,
40,45,240,3,
40,55,947,3,
40,64,558,3,
41,43,1805,3,
42,47,646,3,
42,49,681,3,
42,51,823,3,
42,56,506,3,
43,46,2273,3,
43,50,2095,3,
43,59,2049,3,
44,72,1163,3,
45,48,1187,3,
45,61,1774,3,
45,63,620,3,
45,66,858,3,
46,65,1695,3,
47,70,301,3,
48,72,1289,3,
49,71,1051,3,
49,73,550,3,
51,68,994,3,
51,71,525,3,
54,56,1342,3,
55,56,1311,3,
55,63,1086,3,
56,62,1573,3,
56,68,1046,3,
58,66,2620,3,
58,69,1400,3,
58,73,1466,3,
59,69,1200,3,
60,69,1462,3,
62,63,1326,3,
62,66,2672,3,
63,69,135,3,
64,71,634,3,
64,73,756,3,
68,69,414,3,
70,71,159,3,
1,2,269,4,
1,44,1027,4,
1,51,828,4,
2,7,1643,4,
2,24,133,4,
2,61,1928,4,
2,63,702,4,
2,64,485,4,
3,16,444,4,
3,45,880,4,
4,66,357,4,
5,7,475,4,
5,36,1160,4,
6,19,732,4,
6,48,130,4,
6,66,1764,4,
7,54,338,4,
8,61,1422,4,
8,68,210,4,
9,22,707,4,
9,24,282,4,
9,66,858,4,
10,42,261,4,
10,57,1940,4,
11,48,352,4,
11,63,341,4,
11,72,987,4,
12,28,369,4,
13,16,617,4,
13,22,748,4,
13,43,339,4,
13,66,940,4,
14,54,655,4,
14,65,775,4,
15,39,1425,4,
15,45,637,4,
15,53,125,4,
15,61,2373,4,
17,44,727,4,
17,63,1032,4,
17,65,660,4,
18,22,834,4,
18,25,2216,4,
18,29,820,4,
18,45,942,4,
18,50,2116,4,
18,60,2370,4,
19,47,1620,4,
21,36,2098,4,
22,70,294,4,
24,47,480,4,
24,67,935,4,
25,39,1028,4,
25,65,1595,4,
26,27,308,4,
26,36,2148,4,
26,37,826,4,
26,42,424,4,
27,39,1259,4,
27,40,436,4,
27,68,1112,4,
28,31,789,4,
28,35,1888,4,
28,45,318,4,
28,65,320,4,
29,35,1406,4,
29,39,457,4,
29,54,982,4,
30,36,1356,4,
31,49,1030,4,
32,54,2163,4,
32,55,1012,4,
32,61,2500,4,
33,69,217,4,
35,53,2382,4,
35,72,1953,4,
36,60,674,4,
37,44,1398,4,
37,55,1189,4,
38,73,1204,4,
39,62,1144,4,
40,66,647,4,
42,43,428,4,
42,62,1917,4,
42,68,926,4,
43,70,286,4,
45,49,721,4,
45,58,1763,4,
45,67,870,4,
45,68,1030,4,
46,52,2053,4,
48,71,1244,4,
49,63,146,4,
51,72,956,4,
52,69,546,4,
53,54,2103,4,
53,63,1208,4,
53,68,1438,4,
53,69,1160,4,
54,71,1908,4,
56,60,1592,4,
56,72,525,4,
58,65,1660,4,
62,64,1770,4,
63,72,813,4,
68,70,1324,4,
0,22,2529,5,
0,55,2353,5,
0,58,64,5,
0,60,31,5,
1,30,752,5,
1,53,257,5,
1,56,735,5,
1,59,2083,5,
2,54,1600,5,
3,20,554,5,
3,31,1496,5,
3,34,1007,5,
3,49,473,5,
3,66,1734,5,
3,67,616,5,
4,20,1736,5,
4,26,578,5,
4,28,423,5,
4,30,947,5,
4,43,363,5,
4,71,267,5,
5,37,672,5,
6,7,1063,5,
6,22,1572,5,
6,54,808,5,
7,36,853,5,
8,25,1326,5,
10,15,300,5,
10,22,388,5,
10,49,942,5,
10,52,912,5,
10,71,422,5,
11,20,557,5,
11,35,1267,5,
11,47,1374,5,
13,30,704,5,
13,32,756,5,
13,39,870,5,
13,44,817,5,
14,27,1387,5,
14,67,641,5,
16,50,1290,5,
16,64,541,5,
16,65,353,5,
17,39,1309,5,
19,55,1460,5,
19,59,791,5,
20,22,1876,5,
20,30,1143,5,
20,44,1609,5,
20,54,326,5,
20,65,1008,5,
21,25,2191,5,
21,32,277,5,
22,50,2418,5,
22,62,2529,5,
22,72,479,5,
23,49,735,5,
23,57,1781,5,
23,67,807,5,
24,34,188,5,
24,49,842,5,
25,61,120,5,
25,72,1960,5,
26,30,911,5,
26,35,1944,5,
26,47,753,5,
26,60,2132,5,
26,62,2094,5,
26,70,516,5,
27,44,724,5,
28,52,702,5,
28,71,399,5,
29,56,1055,5,
30,49,685,5,
30,55,1320,5,
30,58,1497,5,
31,43,513,5,
32,51,939,5,
32,58,2491,5,
32,66,189,5,
33,47,1086,5,
33,53,1025,5,
33,65,211,5,
34,36,1920,5,
34,63,643,5,
34,66,820,5,
37,40,679,5,
39,54,588,5,
39,61,1128,5,
40,54,1680,5,
40,58,1989,5,
42,70,585,5,
42,71,493,5,
43,47,536,5,
44,58,2523,5,
45,70,763,5,
46,47,2427,5,
46,66,2521,5,
48,54,899,5,
50,61,352,5,
52,73,591,5,
56,66,1113,5,
57,62,400,5,
1,11,1070,6,
1,14,1312,6,
2,13,353,6,
2,45,198,6,
2,62,1966,6,
3,8,620,6,
3,24,1130,6,
3,63,395,6,
4,47,174,6,
5,59,593,6,
6,20,486,6,
7,62,376,6,
9,27,587,6,
10,28,216,6,
10,44,1094,6,
10,66,547,6,
12,41,1414,6,
13,21,625,6,
13,25,1818,6,
13,54,1454,6,
13,57,1657,6,
13,69,511,6,
14,24,1157,6,
14,40,1117,6,
15,29,1217,6,
15,50,2278,6,
17,35,2222,6,
17,71,21,6,
23,68,927,6,
24,28,97,6,
24,36,1983,6,
25,60,168,6,
27,45,647,6,
27,58,2271,6,
28,32,564,6,
28,42,95,6,
28,49,749,6,
29,61,1579,6,
29,69,434,6,
31,45,1089,6,
32,46,2424,6,
34,54,1529,6,
34,57,1716,6,
35,40,1933,6,
35,54,457,6,
38,66,2582,6,
40,47,507,6,
40,51,913,6,
40,52,873,6,
41,47,2168,6,
42,53,583,6,
42,64,378,6,
43,55,517,6,
43,58,2232,6,
49,68,361,6,
52,56,1050,6,
53,61,2455,6,
54,72,1709,6,
55,60,2384,6,
56,57,1442,6,
59,60,456,6,
61,69,1398,6,
63,68,508,6,
64,69,345,6,
67,68,171,6,
0,9,1821,7,
0,54,687,7,
0,65,1701,7,
1,47,317,7,
2,26,506,7,
3,50,848,7,
3,53,1543,7,
4,34,493,7,
4,54,2022,7,
5,24,1336,7,
5,44,1681,7,
5,60,895,7,
6,72,1227,7,
7,47,2223,7,
7,72,1738,7,
9,19,902,7,
9,71,646,7,
10,24,123,7,
10,27,383,7,
10,58,2093,7,
10,61,2102,7,
10,69,851,7,
11,60,1483,7,
12,38,1657,7,
12,44,1306,7,
13,31,626,7,
13,40,412,7,
13,56,695,7,
14,50,826,7,
14,59,806,7,
15,42,491,7,
15,49,1143,7,
19,71,1432,7,
20,45,1264,7,
24,65,408,7,
25,35,109,7,
26,49,745,7,
26,57,1804,7,
29,64,488,7,
29,70,1211,7,
32,35,2433,7,
32,71,423,7,
34,68,878,7,
36,69,1535,7,
37,41,1009,7,
37,54,1030,7,
37,57,1165,7,
38,48,1299,7,
40,49,851,7,
40,61,1998,7,
40,71,484,7,
43,68,1040,7,
44,69,1163,7,
45,53,694,7,
48,57,1165,7,
51,58,2381,7,
53,57,2279,7,
55,68,923,7,
56,67,875,7,
59,63,1131,7,
59,72,1924,7,
65,71,678,7,
0,7,392,8,
0,20,975,8,
2,6,1104,8,
4,50,2298,8,
6,26,879,8,
6,36,1759,8,
8,47,1349,8,
11,54,876,8,
12,29,971,8,
13,20,1154,8,
13,36,1945,8,
13,51,614,8,
14,55,1505,8,
18,65,760,8,
18,67,933,8,
19,53,1563,8,
19,67,582,8,
21,59,2159,8,
23,41,1599,8,
24,25,1984,8,
24,61,2045,8,
25,48,1425,8,
26,53,670,8,
26,54,1585,8,
27,41,1859,8,
28,36,1938,8,
28,44,966,8,
28,57,1779,8,
28,62,2008,8,
29,66,1600,8,
33,66,1238,8,
34,35,1831,8,
36,46,137,8,
37,49,363,8,
44,47,1116,8,
49,54,858,8,
50,69,1245,8,
51,67,989,8,
1,9,418,9,
1,55,880,9,
2,67,885,9,
3,51,1515,9,
4,60,2453,9,
5,42,1169,9,
7,9,1504,9,
7,71,2021,9,
14,68,764,9,
17,18,426,9,
17,72,493,9,
18,62,2329,9,
21,50,2188,9,
21,66,390,9,
23,35,1897,9,
28,58,1967,9,
29,48,200,9,
29,71,1053,9,
32,60,2564,9,
33,58,1449,9,
40,57,1839,9,
40,68,1107,9,
44,50,2289,9,
44,53,1043,9,
44,68,1099,9,
46,51,2514,9,
46,57,883,9,
49,58,1331,9,
50,64,1586,9,
50,71,2211,9,
68,72,1152,9,
0,8,1454,10,
0,25,137,10,
2,8,835,10,
2,49,770,10,
6,15,1387,10,
8,57,1119,10,
8,67,50,10,
10,67,1046,10,
14,26,1199,10,
14,29,869,10,
14,47,1624,10,
19,31,1481,10,
19,44,1664,10,
24,45,331,10,
26,29,697,10,
27,29,1000,10,
27,55,588,10,
31,44,192,10,
37,59,1227,10,
38,60,333,10,
38,65,1566,10,
38,70,2358,10,
39,57,814,10,
41,42,1521,10,
41,65,1281,10,
45,50,1727,10,
46,59,915,10,
49,67,192,10,
52,71,763,10,
55,66,1190,10,
57,72,1863,10,
58,68,1449,10,
0,49,1361,11,
1,22,301,11,
1,58,2190,11,
5,29,747,11,
13,58,1894,11,
16,38,1293,11,
18,53,763,11,
20,36,1360,11,
20,41,379,11,
23,45,389,11,
34,58,1921,11,
37,53,1132,11,
39,68,327,11,
40,67,966,11,
41,45,1483,11,
41,51,1867,11,
41,70,2062,11,
42,54,1523,11,
44,46,2684,11,
50,55,2107,11,
53,59,2338,11,
55,69,958,11,
67,72,1008,11,
0,67,1424,12,
7,41,243,12,
7,57,179,12,
11,61,1421,12,
11,68,178,12,
13,41,1468,12,
16,34,597,12,
18,58,2310,12,
24,58,2038,12,
25,46,624,12,
28,67,838,12,
29,58,1590,12,
34,41,1535,12,
34,50,1813,12,
38,39,940,12,
42,57,1696,12,
50,53,2374,12,
50,54,363,12,
50,68,1191,12,
58,72,2003,12,
59,66,2547,12,
61,68,1437,12,
0,57,426,13,
1,29,1135,13,
3,6,777,13,
8,41,919,13,
8,58,1429,13,
10,59,2001,13,
23,44,889,13,
24,50,1957,13,
26,31,425,13,
26,67,744,13,
32,49,1314,13,
38,61,301,13,
38,71,2226,13,
42,58,1876,13,
47,65,888,13,
49,57,1062,13,
49,62,1352,13,
50,60,383,13,
52,61,1868,13,
9,13,396,14,
10,11,1023,14,
11,25,1324,14,
14,38,825,14,
17,50,2196,14,
26,58,2069,14,
27,67,1022,14,
30,59,1490,14,
31,38,2159,14,
33,59,1313,14,
34,40,259,14,
35,57,191,14,
37,38,1258,14,
41,44,1985,14,
42,67,786,14,
45,59,1701,14,
45,62,1814,14,
59,62,402,14,
6,41,866,15,
8,11,31,15,
9,36,1700,15,
33,50,1349,15,
42,50,1790,15,
42,59,1755,15,
54,57,268,15,
5,30,977,16,
13,49,596,16,
16,29,791,16,
21,29,1282,16,
21,38,2192,16,
25,57,292,16,
26,44,611,16,
27,57,2047,16,
29,68,146,16,
44,49,1212,16,
50,57,101,16,
52,57,1547,16,
59,65,1517,16,
0,6,1454,17,
0,41,605,17,
2,58,1920,17,
17,59,2152,17,
18,59,2060,17,
23,50,1878,17,
24,59,1922,17,
25,54,550,17,
29,62,1591,17,
30,38,1501,17,
32,50,2428,17,
58,61,36,17,
59,61,423,17,
9,30,358,18,
11,41,910,18,
13,68,752,18,
25,58,149,18,
26,41,1609,18,
29,57,1237,18,
34,59,1773,18,
38,69,1261,18,
50,67,1183,18,
11,36,1655,19,
19,38,821,19,
25,67,1295,19,
25,68,1331,19,
37,50,1254,19,
38,54,402,19,
0,11,1452,20,
28,72,223,20,
47,50,2433,20,
11,58,1429,21,
13,67,642,21,
15,38,2288,21,
15,59,2241,21,
23,59,1838,21,
35,41,381,21,
4,38,2307,22,
5,38,658,22,
9,28,251,22,
36,51,2521,22,
2,11,864,23,
10,50,2033,23,
27,50,2146,23,
27,59,2102,23,
29,67,230,23,
50,52,1649,23,
50,72,1954,23,
52,58,1876,23,
5,50,639,24,
28,29,892,24,
28,50,1874,24,
28,59,1837,24,
34,67,752,24,
38,62,279,24,
47,66,182,24,
2,59,1822,25,
11,67,29,25,
17,29,1047,25,
17,38,2211,25,
29,55,778,25,
55,67,929,25,
10,38,2038,26,
29,36,1858,26,
32,59,2394,26,
38,58,334,26,
50,58,384,26,
52,67,474,26,
3,59,826,27,
24,38,1966,27,
27,38,2160,27,
29,72,1091,27,
46,50,854,27,
6,9,1044,28,
49,59,1115,28,
23,29,843,29,
39,41,615,29,
3,29,844,30,
24,29,988,30,
26,59,1855,30,
51,59,2112,30,
23,38,1890,32,
18,38,2140,33,
38,68,1222,33,
0,59,430,34,
29,41,1033,34,
33,38,1358,34,
40,50,1931,34,
2,29,969,37,
59,68,1128,37,
40,59,1899,39,
59,67,1127,39,
3,38,849,42,
25,41,467,42,
38,67,1208,42,
13,50,1756,44,
38,41,335,44,
38,57,133,44,
50,59,74,45,
2,50,1854,46,
26,50,1905,46,
0,29,1607,48,
0,50,357,51,
44,59,2227,51,
52,59,1589,51,
8,38,1244,52,
13,29,662,52,
28,38,1884,53,
34,38,1824,54,
38,72,1958,54,
13,59,1711,55,
2,38,1860,61,la to allen
26,38,1924,65,la to fulton
0,38,307,72,la to alameda
13,38,1772,118,la to davidson
29,38,1368,123,la to harris
72,73,1349,-3,
