,Births,County Migration Rates,County Population,Deaths,Total Population
0,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[545, 526, 138, 225, 241, 263, 604, 710, 289, 1933, 534, 858, 206, 256, 266, 263, 204, 111, 330, 237, 255, 380, 277, 123, 468, 289, 368, 196, 327, 1434, 481, 471, 243, 271, 305, 255, 802, 115, 3230, 105, 178, 1411, 360, 366, 828, 379, 305, 736, 123, 285, 995, 828, 148, 580, 384, 401, 205, 683, 517, 1076, 345, 215, 609, 192, 343, 403, 288, 659, 411, 241, 164, 348, 670, 67]",[],34877
1,"[18, 17, 4, 7, 8, 8, 20, 23, 9, 64, 17, 28, 6, 8, 8, 8, 6, 3, 11, 7, 8, 12, 9, 4, 15, 9, 12, 6, 10, 47, 16, 15, 8, 9, 10, 8, 26, 3, 107, 3, 5, 47, 12, 12, 27, 12, 10, 24, 4, 9, 33, 27, 4, 19, 12, 13, 6, 22, 17, 35, 11, 7, 20, 6, 11, 13, 9, 21, 13, 8, 5, 11, 22, 2]","[66, 74, 12, 26, 19, 25, 67, 96, 38, 246, 62, 114, 23, 37, 36, 42, 24, 20, 47, 33, 34, 41, 31, 24, 56, 39, 41, 28, 41, 182, 61, 49, 33, 41, 31, 22, 97, 12, 321, 19, 26, 137, 47, 60, 113, 62, 37, 81, 20, 40, 128, 115, 16, 74, 35, 50, 26, 81, 53, 137, 39, 32, 85, 26, 43, 55, 46, 91, 48, 39, 28, 44, 97, 10]","[550, 542, 130, 226, 229, 252, 616, 726, 290, 1960, 519, 875, 197, 264, 262, 274, 198, 117, 334, 231, 261, 372, 273, 134, 474, 299, 364, 199, 326, 1467, 490, 461, 247, 275, 300, 254, 802, 108, 3175, 112, 181, 1362, 369, 385, 844, 400, 308, 720, 129, 285, 1011, 853, 146, 576, 371, 404, 205, 674, 487, 1101, 338, 225, 621, 195, 338, 413, 302, 661, 414, 254, 169, 363, 685, 65]","[9, 13, 0, 3, 5, 9, 17, 21, 3, 48, 27, 18, 7, 7, 9, 7, 5, 4, 8, 10, 7, 14, 8, 1, 10, 7, 10, 9, 10, 28, 8, 11, 8, 11, 8, 4, 28, 2, 88, 6, 9, 47, 8, 4, 30, 10, 7, 29, 6, 14, 24, 20, 3, 24, 13, 18, 4, 26, 7, 22, 11, 3, 14, 9, 10, 9, 6, 22, 5, 4, 4, 5, 28, 1]",35039
2,"[18, 18, 4, 7, 7, 8, 20, 24, 9, 65, 17, 29, 6, 8, 8, 9, 6, 3, 11, 7, 8, 12, 9, 4, 15, 9, 12, 6, 10, 48, 16, 15, 8, 9, 10, 8, 26, 3, 105, 3, 6, 45, 12, 12, 28, 13, 10, 24, 4, 9, 33, 28, 4, 19, 12, 13, 6, 22, 16, 36, 11, 7, 20, 6, 11, 13, 10, 22, 13, 8, 5, 12, 22, 2]","[178, 153, 46, 63, 65, 88, 178, 241, 83, 550, 175, 239, 76, 92, 67, 92, 60, 41, 92, 74, 102, 104, 73, 58, 151, 74, 117, 48, 89, 431, 131, 137, 93, 97, 103, 73, 253, 32, 874, 35, 56, 382, 124, 126, 271, 137, 94, 210, 38, 123, 321, 297, 57, 163, 106, 108, 79, 202, 152, 345, 121, 69, 218, 74, 122, 136, 113, 231, 117, 93, 66, 108, 196, 17]","[567, 530, 138, 213, 236, 270, 591, 757, 286, 1958, 559, 848, 217, 271, 241, 276, 201, 112, 326, 241, 280, 380, 270, 149, 491, 275, 359, 179, 318, 1462, 482, 469, 265, 282, 312, 275, 828, 110, 3180, 110, 182, 1353, 378, 380, 859, 397, 304, 680, 131, 313, 1043, 871, 152, 572, 375, 385, 223, 686, 505, 1109, 353, 220, 644, 224, 370, 432, 318, 673, 405, 262, 174, 355, 687, 62]","[16, 12, 1, 5, 1, 6, 11, 12, 5, 27, 13, 17, 3, 12, 4, 7, 3, 2, 6, 4, 7, 8, 7, 0, 7, 5, 7, 7, 7, 27, 9, 12, 1, 5, 4, 7, 17, 3, 78, 3, 3, 43, 11, 11, 20, 10, 7, 18, 1, 6, 21, 25, 2, 11, 11, 12, 1, 16, 11, 27, 10, 6, 8, 8, 10, 9, 8, 15, 6, 7, 5, 11, 23, 1]",35391
3,"[18, 17, 4, 7, 7, 9, 19, 25, 9, 65, 18, 28, 7, 9, 8, 9, 6, 3, 10, 8, 9, 12, 9, 4, 16, 9, 11, 5, 10, 48, 16, 15, 8, 9, 10, 9, 27, 3, 106, 3, 6, 45, 12, 12, 28, 13, 10, 22, 4, 10, 34, 29, 5, 19, 12, 12, 7, 22, 16, 36, 11, 7, 21, 7, 12, 14, 10, 22, 13, 8, 5, 11, 22, 2]","[297, 259, 54, 93, 91, 144, 271, 365, 139, 806, 278, 366, 121, 155, 122, 127, 95, 66, 130, 114, 168, 182, 125, 89, 228, 126, 164, 86, 125, 665, 216, 212, 148, 143, 160, 97, 420, 63, 1378, 47, 81, 604, 183, 211, 422, 210, 148, 327, 51, 157, 526, 437, 87, 274, 192, 204, 116, 322, 277, 587, 162, 117, 344, 134, 187, 223, 197, 337, 188, 127, 92, 167, 335, 22]","[573, 553, 137, 208, 215, 291, 589, 748, 304, 1867, 579, 822, 235, 307, 257, 267, 201, 119, 315, 241, 300, 406, 264, 159, 484, 291, 330, 195, 304, 1445, 489, 466, 277, 292, 335, 240, 865, 119, 3154, 97, 171, 1343, 371, 418, 884, 412, 298, 673, 126, 320, 1062, 890, 166, 574, 411, 419, 228, 708, 536, 1161, 336, 223, 655, 243, 387, 445, 334, 670, 397, 262, 190, 360, 709, 56]","[13, 18, 4, 3, 8, 5, 12, 22, 3, 33, 24, 15, 2, 1, 4, 5, 5, 4, 6, 3, 2, 6, 6, 2, 10, 5, 9, 1, 8, 27, 7, 2, 5, 6, 6, 10, 23, 1, 61, 4, 5, 33, 14, 6, 30, 8, 5, 17, 5, 11, 23, 16, 4, 8, 10, 12, 3, 24, 11, 22, 6, 6, 15, 4, 3, 11, 10, 11, 4, 4, 2, 9, 14, 0]",35778
4,"[19, 18, 4, 6, 7, 9, 19, 24, 10, 62, 19, 27, 7, 10, 8, 8, 6, 3, 10, 8, 10, 13, 8, 5, 16, 9, 11, 6, 10, 48, 16, 15, 9, 9, 11, 8, 28, 3, 105, 3, 5, 44, 12, 13, 29, 13, 9, 22, 4, 10, 35, 29, 5, 19, 13, 13, 7, 23, 17, 38, 11, 7, 21, 8, 12, 14, 11, 22, 13, 8, 6, 12, 23, 1]","[363, 355, 83, 158, 120, 176, 351, 493, 180, 977, 385, 477, 165, 180, 151, 175, 111, 85, 188, 173, 228, 225, 162, 94, 300, 148, 207, 113, 176, 842, 307, 287, 175, 179, 231, 132, 566, 65, 1778, 67, 98, 749, 204, 236, 570, 234, 203, 406, 80, 231, 676, 559, 129, 394, 241, 275, 140, 449, 342, 717, 218, 147, 409, 134, 251, 258, 222, 428, 265, 177, 121, 213, 507, 42]","[583, 595, 145, 244, 208, 279, 586, 808, 297, 1832, 636, 836, 253, 276, 244, 274, 199, 125, 323, 279, 330, 404, 260, 138, 486, 254, 337, 185, 294, 1447, 531, 499, 271, 280, 362, 241, 922, 102, 3057, 107, 160, 1330, 342, 391, 929, 378, 323, 663, 133, 349, 1098, 908, 189, 641, 409, 421, 215, 758, 546, 1150, 349, 231, 653, 222, 389, 438, 326, 688, 454, 265, 189, 348, 788, 67]","[7, 10, 2, 7, 1, 5, 17, 15, 7, 44, 15, 16, 3, 8, 5, 4, 2, 2, 3, 6, 9, 8, 5, 1, 7, 4, 4, 2, 6, 28, 12, 7, 4, 5, 8, 6, 16, 0, 58, 2, 4, 23, 8, 7, 20, 7, 5, 11, 0, 12, 20, 12, 4, 9, 10, 9, 2, 12, 8, 19, 3, 5, 10, 4, 7, 6, 6, 10, 5, 3, 6, 5, 21, 1]",36269
5,"[19, 19, 4, 8, 6, 9, 19, 26, 9, 61, 21, 27, 8, 9, 8, 9, 6, 4, 10, 9, 11, 13, 8, 4, 16, 8, 11, 6, 9, 48, 17, 16, 9, 9, 12, 8, 30, 3, 101, 3, 5, 44, 11, 13, 30, 12, 10, 22, 4, 11, 36, 30, 6, 21, 13, 14, 7, 25, 18, 38, 11, 7, 21, 7, 12, 14, 10, 22, 15, 8, 6, 11, 26, 2]","[394, 402, 120, 153, 148, 217, 395, 594, 225, 1160, 390, 587, 170, 187, 172, 196, 148, 107, 233, 191, 274, 242, 179, 87, 327, 163, 235, 117, 211, 1012, 367, 330, 209, 193, 299, 203, 660, 82, 1982, 71, 115, 920, 270, 270, 632, 263, 224, 477, 117, 252, 783, 618, 146, 457, 320, 294, 157, 540, 415, 785, 303, 159, 488, 175, 270, 326, 302, 580, 323, 174, 165, 247, 576, 60]","[564, 581, 173, 217, 212, 307, 568, 844, 318, 1839, 555, 858, 226, 263, 250, 263, 213, 134, 350, 276, 357, 379, 249, 116, 480, 241, 333, 167, 305, 1486, 532, 498, 294, 276, 398, 299, 952, 112, 3084, 107, 161, 1358, 392, 386, 906, 373, 307, 674, 164, 349, 1106, 870, 189, 660, 450, 417, 218, 781, 565, 1120, 397, 237, 680, 228, 390, 471, 369, 799, 452, 248, 217, 346, 811, 81]","[12, 15, 3, 2, 3, 4, 10, 13, 2, 29, 12, 21, 7, 2, 4, 1, 1, 4, 3, 1, 4, 8, 3, 0, 5, 3, 4, 2, 8, 27, 8, 7, 5, 3, 7, 4, 18, 0, 44, 5, 4, 31, 6, 5, 11, 3, 4, 14, 3, 8, 16, 17, 6, 9, 8, 6, 2, 16, 14, 14, 5, 3, 11, 3, 9, 9, 10, 9, 4, 2, 1, 4, 15, 0]",36848
