,Alameda,Allegheny,Allen,Arapoe,Baltimore City,Bernalillo,Bexar,Clark,Collin,Cook,Cuyahoga,Dallas,Dane,Davidson,Denver,District of Columbia,Douglas,Durham,Duvall,El Paso CO,El Paso TX,Erie,Essex,Fayette,Franklin,Fresno,Fulton,Guilford,Hamilton,Harris,Hennepin,Hillsborough,Hudson,Jackson,Jefferson,Kern,King,Lancaster,Los Angeles,Lubbock,Lucas,Maricopa,Marion,Mecklenburg,Miami-Dade,Milwaukee,Multnomah,New York,Nueces,Oklahoma,Orange_CA,Orange_FL,Orleans Parish,Philadelphia,Pima,Pinellas,Ramsey,Riverside,Sacramento,San Diego,San Francisco,San Joaquin,Santa Clara,Sedgwick,Shelby,St. Louis City,Suffolk,Tarrant,Travis,Tulsa,Virginia Beach City,Wake,Wayne,Webb
,260,-58,350,192,158,104,-144,-208,306,-1241,-23,-152,227,149,184,143,190,311,18,164,76,24,353,328,53,256,6,211,164,-881,-5,60,471,144,159,435,-475,277,-2148,260,348,-761,162,19,-528,119,-21,-74,207,180,-94,-353,146,-209,86,152,257,66,91,-273,283,466,139,209,36,14,-79,26,66,185,95,93,-112,311
0,545,526,138,225,241,263,604,710,289,1933,534,858,206,256,266,263,204,111,330,237,255,380,277,123,468,289,368,196,327,1434,481,471,243,271,305,255,802,115,3230,105,178,1411,360,366,828,379,305,736,123,285,995,828,148,580,384,401,205,683,517,1076,345,215,609,192,343,403,288,659,411,241,164,348,670,67
1,571,514,180,267,262,269,570,695,362,1725,519,820,237,261,275,271,224,161,339,248,268,377,316,157,461,334,378,209,351,1321,452,499,321,307,330,350,721,141,2932,143,213,1321,382,352,758,402,314,684,178,307,1040,778,170,559,384,411,246,688,509,1032,375,286,620,232,348,385,275,653,425,259,173,356,642,97
2,607,493,241,291,310,285,527,632,450,1417,521,835,292,300,315,283,268,223,326,269,300,364,396,215,474,394,376,256,400,1100,447,547,425,319,359,474,614,220,2375,185,265,1140,402,367,630,414,338,628,250,348,1123,698,208,498,442,460,282,760,528,961,449,388,631,268,335,408,244,643,422,285,209,347,606,169
3,641,460,335,351,326,310,480,615,511,1090,516,767,340,339,348,311,324,307,346,327,313,360,482,310,468,457,352,317,456,874,463,534,542,338,391,598,499,284,1853,238,343,915,445,374,519,429,347,615,303,384,1117,603,256,433,462,507,336,785,554,931,510,508,680,299,347,421,238,655,434,354,238,367,593,250
4,741,471,455,396,343,358,476,550,578,857,484,741,344,358,416,370,354,388,355,363,343,386,524,365,502,530,350,358,474,688,486,587,675,359,457,643,415,343,1402,308,472,744,518,352,372,460,294,621,321,402,1020,542,259,399,491,527,377,789,596,828,563,597,727,345,375,410,229,654,452,415,268,411,517,320
5,805,468,488,417,399,367,460,502,595,692,511,706,433,405,450,406,394,422,348,401,331,404,630,451,521,545,374,407,491,553,476,531,714,415,464,690,327,392,1082,365,526,650,522,385,300,498,284,662,330,465,901,475,294,371,470,553,462,749,608,803,628,681,748,401,379,417,209,685,477,426,259,441,558,378
