,Alameda,Allegheny,Allen,Arapoe,Baltimore City,Bernalillo,Bexar,Clark,Collin,Cook,Cuyahoga,Dallas,Dane,Davidson,Denver,District of Columbia,Douglas,Durham,Duvall,El Paso CO,El Paso TX,Erie,Essex,Fayette,Franklin,Fresno,Fulton,Guilford,Hamilton,Harris,Hennepin,Hillsborough,Hudson,Jackson,Jefferson,Kern,King,Lancaster,Los Angeles,Lubbock,Lucas,Maricopa,Marion,Mecklenburg,Miami-Dade,Milwaukee,Multnomah,New York,Nueces,Oklahoma,Orange_CA,Orange_FL,Orleans Parish,Philadelphia,Pima,Pinellas,Ramsey,Riverside,Sacramento,San Diego,San Francisco,San Joaquin,Santa Clara,Sedgwick,Shelby,St. Louis City,Suffolk,Tarrant,Travis,Tulsa,Virginia Beach City,Wake,Wayne,Webb
0,-490,885,4274,4160,3467,2966,-4712,-6165,-1399,-9754,2093,-7344,3760,1878,1878,1446,3121,3812,4268,3430,-1840,2022,2164,4563,954,285,2247,2578,3561,-6547,3313,-1560,4301,6043,5651,-1367,-752,3195,-24833,5232,6409,-11829,3935,2885,-1749,4662,5084,891,-832,909,-3416,-3650,3953,1962,1122,1841,2170,-5404,-3978,-4923,80,-212,-1701,-97,-759,-1187,-1299,-4758,-3441,-963,-605,-1911,-3393,-580
,5450,5260,1382,2255,2414,2631,6046,7100,2897,19333,5344,8583,2069,2567,2660,2636,2042,1112,3308,2370,2555,3801,2773,1231,4682,2898,3681,1964,3279,14346,4812,4713,2438,2715,3058,2552,8026,1152,32303,1052,1781,14117,3600,3666,8280,3796,3059,7361,1239,2853,9955,8280,1483,5800,3840,4017,2053,6831,5172,10764,3453,2155,6093,1926,3435,4032,2882,6597,4118,2419,1649,3486,6709,673
,-0.089908257,0.168250951,3.092619392,1.844789357,1.436205468,1.127328012,-0.779358253,-0.868309859,-0.482913359,-0.50452594,0.391654192,-0.855644879,1.817303045,0.7315933,0.706015038,0.548558422,1.528403526,3.428057554,1.290205562,1.447257384,-0.720156556,0.531965272,0.780382257,3.706742486,0.203759077,0.098343685,0.610431948,1.312627291,1.08600183,-0.456364143,0.688487116,-0.330999363,1.764150943,2.225782689,1.84793983,-0.535658307,-0.09369549,2.7734375,-0.768752128,4.97338403,3.598540146,-0.837925905,1.093055556,0.786961266,-0.211231884,1.228134879,1.66198104,0.121043337,-0.671509282,0.318611987,-0.343144149,-0.440821256,2.665542819,0.338275862,0.2921875,0.458302216,1.056989771,-0.7910994,-0.769141531,-0.45735786,0.023168259,-0.09837587,-0.279172821,-0.050363448,-0.220960699,-0.294394841,-0.450728661,-0.721236926,-0.835599806,-0.398098388,-0.366889024,-0.548192771,-0.50573856,-0.861812779
