0, 1, 2236, -8
0, 2, 1967, -22
0, 3, 955, -1
0, 4, 2426, 0
0, 5, 865, -8
0, 6, 1454, 17
0, 7, 392, 8
0, 8, 1454, 10
0, 9, 1821, 7
0, 10, 2141, -3
0, 11, 1452, 20
0, 12, 1739, -12
0, 13, 1931, -47
0, 14, 927, -8
0, 15, 2411, -6
0, 16, 1390, -19
0, 17, 2360, -12
0, 18, 2340, -13
0, 19, 944, 0
0, 20, 975, 8
0, 21, 2280, -7
0, 22, 2529, 5
0, 23, 2028, -14
0, 24, 2083, -6
0, 25, 137, 10
0, 26, 2102, -21
0, 27, 2311, -19
0, 28, 2011, -24
0, 29, 1607, 48
0, 30, 1550, -4
0, 31, 2376, 1
0, 32, 2539, -2
0, 33, 1490, -1
0, 34, 1962, -20
0, 35, 236, 0
0, 36, 680, -17
0, 37, 1362, -1
0, 38, 307, 72
0, 39, 1158, 1
0, 40, 2037, -15
0, 41, 605, 17
0, 42, 1920, -12
0, 43, 2270, -10
0, 44, 2546, -17
0, 45, 1812, -3
0, 46, 546, -12
0, 47, 2544, -2
0, 48, 1561, 1
0, 49, 1361, 11
0, 50, 357, 51
0, 51, 2408, -9
0, 52, 1898, 1
0, 53, 2493, 1
0, 54, 687, 7
0, 55, 2353, 5
0, 56, 1568, 1
0, 57, 426, 13
0, 58, 64, 5
0, 59, 430, 34
0, 60, 31, 5
0, 61, 39, 3
0, 62, 30, 2
0, 63, 1332, 0
0, 64, 1778, 2
0, 65, 1701, 7
0, 66, 2670, 0
0, 67, 1424, 12
0, 68, 1465, 3
0, 69, 1433, 0
0, 70, 2498, 2
0, 71, 2377, -3
0, 72, 2051, -3
0, 73, 1473, 1
1, 2, 269, 4
1, 3, 1285, -4
1, 4, 195, -1
1, 5, 1498, 0
1, 6, 1292, -10
1, 7, 1909, -7
1, 8, 1043, 0
1, 9, 418, 9
1, 10, 109, 0
1, 11, 1070, 6
1, 12, 518, 0
1, 13, 473, -18
1, 14, 1312, 6
1, 15, 191, -4
1, 16, 846, -1
1, 17, 312, -2
1, 18, 707, -3
1, 19, 1306, -1
1, 20, 1577, 0
1, 21, 171, -8
1, 22, 301, 11
1, 23, 292, -2
1, 24, 163, -1
1, 25, 2139, 1
1, 26, 522, -1
1, 27, 303, -1
1, 28, 257, 0
1, 29, 1135, 13
1, 30, 752, 5
1, 31, 876, 0
1, 32, 311, -6
1, 33, 769, -7
1, 34, 342, -5
1, 35, 2125, -1
1, 36, 2108, 1
1, 37, 874, -3
1, 38, 2125, -5
1, 39, 1290, -3
1, 40, 206, 2
1, 41, 1850, -7
1, 42, 329, -9
1, 43, 363, -1
1, 44, 1027, 4
1, 45, 446, -3
1, 46, 2147, -2
1, 47, 317, 7
1, 48, 1335, -1
1, 49, 1005, 0
1, 50, 2117, -10
1, 51, 828, 4
1, 52, 911, -1
1, 53, 257, 5
1, 54, 1852, -12
1, 55, 880, 9
1, 56, 735, 5
1, 57, 2024, -11
1, 58, 2190, 11
1, 59, 2083, 5
1, 60, 2262, 3
1, 61, 2198, 3
1, 62, 2235, -4
1, 63, 955, -1
1, 64, 651, 2
1, 65, 571, -1
1, 66, 479, -2
1, 67, 1094, 3
1, 68, 1219, -1
1, 69, 914, -3
1, 70, 332, -2
1, 71, 331, -11
1, 72, 212, -5
1, 73, 1407, 0
2, 3, 1018, -6
2, 4, 462, 3
2, 5, 1243, -2
2, 6, 1104, 8
2, 7, 1643, 4
2, 8, 835, 10
2, 9, 151, -2
2, 10, 178, -3
2, 11, 864, 23
2, 12, 261, 1
2, 13, 353, 6
2, 14, 1044, 2
2, 15, 452, -1
2, 16, 576, -1
2, 17, 484, 0
2, 18, 768, 2
2, 19, 1040, 1
2, 20, 1337, -7
2, 21, 345, -6
2, 22, 564, 0
2, 23, 214, -1
2, 24, 133, 4
2, 25, 1871, 2
2, 26, 506, 7
2, 27, 449, -9
2, 28, 135, -4
2, 29, 969, 37
2, 30, 503, 1
2, 31, 924, 0
2, 32, 574, -3
2, 33, 512, 0
2, 34, 204, 1
2, 35, 1859, 0
2, 36, 1851, -4
2, 37, 606, 0
2, 38, 1860, 61
2, 39, 1053, 2
2, 40, 81, 1
2, 41, 1593, 3
2, 42, 107, 2
2, 43, 465, 0
2, 44, 1101, -6
2, 45, 198, 6
2, 46, 1885, -1
2, 47, 580, 3
2, 48, 1167, -2
2, 49, 770, 10
2, 50, 1854, 46
2, 51, 893, -8
2, 52, 811, -5
2, 53, 526, 2
2, 54, 1600, 5
2, 55, 919, 2
2, 56, 487, 3
2, 57, 1762, 1
2, 58, 1920, 17
2, 59, 1822, 25
2, 60, 1993, 1
2, 61, 1928, 4
2, 62, 1966, 6
2, 63, 702, 4
2, 64, 485, 4
2, 65, 332, -2
2, 66, 726, 0
2, 67, 885, 9
2, 68, 1029, -1
2, 69, 680, 0
2, 70, 569, 1
2, 71, 505, 2
2, 72, 122, -3
2, 73, 1226, 1
3, 4, 1473, -1
3, 5, 341, 0
3, 6, 777, 13
3, 7, 627, 2
3, 8, 620, 6
3, 9, 877, -6
3, 10, 1194, -6
3, 11, 634, 1
3, 12, 808, -4
3, 13, 985, 3
3, 14, 29, -3
3, 15, 1457, -4
3, 16, 444, 4
3, 17, 1407, 0
3, 18, 1429, 0
3, 19, 57, 1
3, 20, 554, 5
3, 21, 1344, -3
3, 22, 1582, -4
3, 23, 1073, 0
3, 24, 1130, 6
3, 25, 853, 3
3, 26, 1170, -1
3, 27, 1358, -2
3, 28, 1055, 0
3, 29, 844, 30
3, 30, 666, -1
3, 31, 1496, 5
3, 32, 1592, -2
3, 33, 535, -5
3, 34, 1007, 5
3, 35, 842, 3
3, 36, 1025, -2
3, 37, 411, 1
3, 38, 849, 42
3, 39, 439, 1
3, 40, 1091, -3
3, 41, 626, -10
3, 42, 965, 1
3, 43, 1321, -2
3, 44, 1681, 1
3, 45, 880, 4
3, 46, 1003, -1
3, 47, 1597, 2
3, 48, 908, 1
3, 49, 473, 5
3, 50, 848, 7
3, 51, 1515, 9
3, 52, 1051, -2
3, 53, 1543, 7
3, 54, 667, -3
3, 55, 1475, 0
3, 56, 683, 2
3, 57, 763, 2
3, 58, 913, 2
3, 59, 826, 27
3, 60, 983, -5
3, 61, 918, 2
3, 62, 952, 0
3, 63, 395, 6
3, 64, 849, 2
3, 65, 747, -1
3, 66, 1734, 5
3, 67, 616, 5
3, 68, 742, 3
3, 69, 518, 0
3, 70, 1542, 1
3, 71, 1424, 2
3, 72, 1110, -6
3, 73, 869, 2
4, 5, 1672, -6
4, 6, 1418, 3
4, 7, 2093, -4
4, 8, 1186, -1
4, 9, 613, -4
4, 10, 302, 0
4, 11, 1210, 0
4, 12, 713, 1
4, 13, 595, -2
4, 14, 1500, 3
4, 15, 35, 0
4, 16, 1037, 3
4, 17, 258, 3
4, 18, 683, -1
4, 19, 1491, 2
4, 20, 1736, 5
4, 21, 262, 1
4, 22, 161, 1
4, 23, 432, -1
4, 24, 343, 2
4, 25, 2327, -4
4, 26, 578, 5
4, 27, 282, -5
4, 28, 423, 5
4, 29, 1248, -6
4, 30, 947, 5
4, 31, 851, -1
4, 32, 167, 2
4, 33, 949, -1
4, 34, 493, 7
4, 35, 2310, -1
4, 36, 2304, -5
4, 37, 1064, 0
4, 38, 2307, 22
4, 39, 1450, 1
4, 40, 402, 1
4, 41, 2025, -7
4, 42, 509, -1
4, 43, 363, 5
4, 44, 974, -4
4, 45, 642, 0
4, 46, 2343, -5
4, 47, 174, 6
4, 48, 1446, 0
4, 49, 1167, 3
4, 50, 2298, 8
4, 51, 792, -2
4, 52, 988, -3
4, 53, 92, 1
4, 54, 2022, 7
4, 55, 860, -2
4, 56, 930, -2
4, 57, 2203, 0
4, 58, 2381, 3
4, 59, 2261, -1
4, 60, 2453, 9
4, 61, 2388, 2
4, 62, 2424, 0
4, 63, 1130, 1
4, 64, 783, 0
4, 65, 744, -3
4, 66, 357, 4
