Alameda,Allegheny,Allen,Arapoe,Baltimore City,Bernalillo,Bexar,Clark,Collin,Cook,Cuyahoga,Dallas,Dane,Davidson,Denver,District of Columbia,Douglas,Durham,Duvall,El Paso CO,El Paso TX,Erie,Essex,Fayette,Franklin,Fresno,Fulton,Guilford,Hamilton,Harris,Hennepin,Hillsborough,Hudson,Jackson,Jefferson,Kern,King,Lancaster,Los Angeles,Lubbock,Lucas,Maricopa,Marion,Mecklenburg,Miami-Dade,Milwaukee,Multnomah,New York,Nueces,Oklahoma,Orange_CA,Orange_FL,Orleans Parish,Philadelphia,Pima,Pinellas,Ramsey,Riverside,Sacramento,San Diego,San Francisco,San Joaquin,Santa Clara,Sedgwick,Shelby,St. Louis City,Suffolk,Tarrant,Travis,Tulsa,Virginia Beach City,Wake,Wayne,Webb
30,96,35,-53,106,105,-148,145,-34,-847,389,38,236,73,8,82,217,61,-4,181,-5,227,-53,-38,87,-21,86,249,-49,-562,-61,135,62,154,259,-51,-89,96,-1463,108,25,-264,63,-9,-142,215,-63,-50,106,-78,51,233,-91,134,74,150,-63,-48,-67,-50,-109,5,-204,268,118,183,-50,-178,-71,-9,36,120,-30,8
