Alameda,Allegheny,Allen,Arapoe,Baltimore City,Bernalillo,Bexar,Clark,Collin,Cook,Cuyahoga,Dallas,Dane,Davidson,Denver,District of Columbia,Douglas,Durham,Duvall,El Paso CO,El Paso TX,Erie,Essex,Fayette,Franklin,Fresno,Fulton,Guilford,Hamilton,Harris,Hennepin,Hillsborough,Hudson,Jackson,Jefferson,Kern,King,Lancaster,Los Angeles,Lubbock,Lucas,Maricopa,Marion,Mecklenburg,Miami-Dade,Milwaukee,Multnomah,New York,Nueces,Oklahoma,Orange_CA,Orange_FL,Orleans Parish,Philadelphia,Pima,Pinellas,Ramsey,Riverside,Sacramento,San Diego,San Francisco,San Joaquin,Santa Clara,Sedgwick,Shelby,St. Louis City,Suffolk,Tarrant,Travis,Tulsa,Virginia Beach City,Wake,Wayne,Webb
6007,18,20124,-1572,-57,-633,-1260,-1665,2057,2814,1652,-1128,1216,-462,-514,-262,-207,-118,-249,-244,-256,-357,98,-112,-517,-296,-375,-229,-312,-1498,-464,-499,-236,-276,-380,-270,-866,-112,-3426,-103,-174,-1457,-374,-412,-863,639,-295,-737,-131,-302,-1025,-856,-129,-590,-386,-393,-188,-702,-535,-1125,-356,-217,-626,-194,-357,-413,-236,-666,-441,-263,-184,-376,-596,-71
