,Births,County Migration Rates,County Population,Deaths,Total Population
0,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[545, 526, 138, 225, 241, 263, 604, 710, 289, 1933, 534, 858, 206, 256, 266, 263, 204, 111, 330, 237, 255, 380, 277, 123, 468, 289, 368, 196, 327, 1434, 481, 471, 243, 271, 305, 255, 802, 115, 3230, 105, 178, 1411, 360, 366, 828, 379, 305, 736, 123, 285, 995, 828, 148, 580, 384, 401, 205, 683, 517, 1076, 345, 215, 609, 192, 343, 403, 288, 659, 411, 241, 164, 348, 670, 67]",[],34877
1,"[18, 17, 4, 7, 8, 8, 20, 23, 9, 64, 17, 28, 6, 8, 8, 8, 6, 3, 11, 7, 8, 12, 9, 4, 15, 9, 12, 6, 10, 47, 16, 15, 8, 9, 10, 8, 26, 3, 107, 3, 5, 47, 12, 12, 27, 12, 10, 24, 4, 9, 33, 27, 4, 19, 12, 13, 6, 22, 17, 35, 11, 7, 20, 6, 11, 13, 9, 21, 13, 8, 5, 11, 22, 2]","[102, 49, 54, 58, 49, 59, 46, 65, 78, 36, 47, 85, 62, 59, 50, 52, 43, 49, 38, 46, 40, 48, 70, 50, 42, 76, 42, 53, 63, 39, 45, 74, 102, 49, 55, 127, 21, 38, 82, 47, 73, 54, 59, 41, 26, 51, 51, 57, 33, 51, 143, 56, 32, 49, 63, 76, 68, 125, 59, 92, 76, 89, 77, 42, 40, 51, 28, 68, 62, 54, 32, 39, 39, 52]","[587, 507, 177, 249, 274, 291, 581, 686, 338, 1768, 525, 851, 236, 282, 290, 278, 223, 150, 333, 258, 264, 391, 305, 163, 459, 317, 363, 236, 357, 1290, 472, 489, 314, 293, 317, 354, 726, 140, 2909, 138, 239, 1294, 372, 363, 739, 389, 322, 703, 141, 300, 1023, 782, 165, 563, 408, 426, 252, 735, 506, 1030, 370, 281, 620, 214, 341, 416, 285, 661, 420, 271, 180, 350, 634, 113]","[8, 20, 5, 3, 6, 6, 15, 15, 4, 43, 22, 13, 10, 5, 3, 5, 3, 4, 10, 5, 6, 9, 6, 6, 13, 13, 7, 4, 11, 30, 8, 13, 6, 8, 9, 10, 24, 3, 90, 3, 5, 41, 13, 9, 27, 3, 7, 22, 4, 8, 32, 28, 0, 10, 7, 21, 5, 19, 16, 31, 14, 7, 15, 4, 13, 5, 7, 20, 3, 1, 4, 5, 21, 3]",35089
2,"[19, 16, 5, 8, 9, 9, 19, 22, 11, 58, 17, 28, 7, 9, 9, 9, 7, 5, 11, 8, 8, 13, 10, 5, 15, 10, 12, 7, 11, 43, 15, 16, 10, 9, 10, 11, 24, 4, 96, 4, 7, 43, 12, 12, 24, 12, 10, 23, 4, 10, 34, 26, 5, 18, 13, 14, 8, 24, 16, 34, 12, 9, 20, 7, 11, 13, 9, 22, 14, 9, 6, 11, 21, 3]","[257, 136, 171, 144, 131, 112, 127, 186, 196, 129, 135, 224, 180, 134, 131, 139, 136, 142, 114, 136, 105, 111, 180, 131, 162, 197, 133, 140, 174, 116, 128, 181, 299, 118, 133, 308, 60, 130, 200, 119, 181, 152, 150, 96, 68, 159, 119, 162, 127, 133, 367, 142, 102, 111, 159, 187, 176, 298, 152, 253, 191, 242, 232, 110, 114, 121, 55, 197, 161, 136, 91, 117, 128, 123]","[623, 502, 277, 294, 304, 285, 543, 660, 398, 1438, 511, 817, 318, 293, 332, 316, 272, 226, 339, 301, 283, 371, 359, 221, 479, 383, 385, 287, 403, 1084, 456, 509, 471, 316, 332, 495, 602, 208, 2369, 182, 314, 1136, 417, 342, 618, 407, 333, 625, 210, 315, 1035, 697, 206, 517, 436, 468, 313, 789, 489, 972, 411, 391, 642, 248, 347, 414, 239, 674, 437, 309, 215, 353, 603, 174]","[13, 16, 3, 6, 8, 6, 9, 14, 3, 49, 10, 22, 7, 8, 10, 11, 1, 2, 15, 5, 6, 10, 13, 3, 6, 10, 6, 2, 6, 18, 17, 17, 6, 7, 13, 2, 19, 6, 71, 6, 10, 27, 7, 1, 16, 6, 10, 19, 5, 7, 34, 22, 7, 16, 14, 18, 7, 17, 16, 33, 14, 7, 19, 4, 8, 10, 8, 12, 4, 5, 7, 7, 22, 3]",35340
3,"[20, 16, 9, 9, 10, 9, 18, 22, 13, 47, 17, 27, 10, 9, 11, 10, 9, 7, 11, 10, 9, 12, 11, 7, 15, 12, 12, 9, 13, 36, 15, 16, 15, 10, 11, 16, 20, 6, 78, 6, 10, 37, 13, 11, 20, 13, 11, 20, 7, 10, 34, 23, 6, 17, 14, 15, 10, 26, 16, 32, 13, 13, 21, 8, 11, 13, 7, 22, 14, 10, 7, 11, 20, 5]","[410, 222, 289, 245, 240, 178, 228, 302, 349, 209, 240, 346, 275, 236, 227, 213, 205, 266, 174, 241, 194, 192, 340, 274, 265, 317, 196, 225, 262, 193, 192, 309, 401, 195, 264, 447, 116, 197, 358, 209, 298, 226, 235, 168, 108, 272, 186, 279, 217, 231, 570, 203, 182, 192, 255, 296, 270, 493, 276, 411, 327, 374, 375, 193, 188, 217, 102, 349, 279, 215, 140, 206, 226, 207]","[683, 477, 372, 355, 362, 300, 521, 617, 493, 1102, 513, 753, 374, 349, 373, 328, 304, 320, 327, 363, 322, 376, 468, 330, 487, 451, 366, 333, 434, 842, 427, 564, 535, 328, 407, 588, 483, 256, 1832, 254, 389, 890, 420, 343, 482, 439, 340, 618, 286, 359, 1044, 598, 268, 475, 459, 493, 374, 857, 510, 896, 471, 490, 671, 293, 363, 430, 228, 688, 469, 345, 232, 369, 586, 245]","[7, 10, 6, 3, 6, 8, 12, 12, 9, 25, 13, 13, 8, 2, 4, 10, 8, 6, 5, 3, 3, 10, 9, 5, 10, 5, 5, 7, 2, 11, 13, 8, 10, 3, 9, 8, 6, 3, 43, 5, 12, 29, 5, 5, 9, 9, 9, 15, 4, 9, 27, 18, 2, 5, 13, 18, 7, 7, 9, 24, 7, 16, 8, 6, 6, 16, 3, 7, 1, 10, 7, 6, 15, 5]",35789
4,"[22, 15, 12, 11, 12, 10, 17, 20, 16, 36, 17, 25, 12, 11, 12, 10, 10, 10, 10, 12, 10, 12, 15, 11, 16, 15, 12, 11, 14, 28, 14, 18, 17, 10, 13, 19, 16, 8, 61, 8, 12, 29, 14, 11, 16, 14, 11, 20, 9, 11, 34, 19, 8, 15, 15, 16, 12, 28, 17, 29, 15, 16, 22, 9, 12, 14, 7, 22, 15, 11, 7, 12, 19, 8]","[526, 310, 372, 312, 296, 248, 298, 356, 469, 248, 322, 421, 322, 303, 334, 283, 326, 363, 226, 316, 245, 229, 402, 364, 346, 418, 258, 322, 378, 262, 280, 393, 578, 272, 343, 564, 140, 275, 427, 304, 367, 313, 364, 265, 159, 343, 204, 387, 276, 322, 668, 265, 229, 245, 338, 375, 353, 587, 388, 505, 416, 524, 490, 254, 259, 267, 132, 425, 321, 296, 185, 282, 357, 284]","[733, 459, 441, 393, 378, 321, 487, 575, 590, 821, 497, 696, 392, 380, 450, 368, 400, 409, 330, 414, 334, 360, 493, 405, 496, 518, 375, 393, 502, 663, 457, 574, 692, 355, 440, 671, 370, 319, 1357, 337, 448, 748, 487, 387, 408, 456, 325, 631, 319, 408, 993, 523, 299, 411, 480, 517, 436, 840, 557, 816, 510, 608, 709, 328, 383, 401, 207, 670, 438, 384, 233, 405, 598, 321]","[13, 10, 2, 3, 6, 2, 7, 10, 4, 13, 10, 11, 7, 4, 4, 1, 6, 7, 10, 4, 6, 6, 11, 4, 6, 5, 4, 7, 6, 14, 5, 10, 15, 7, 12, 10, 10, 4, 19, 9, 7, 10, 6, 6, 11, 7, 4, 18, 3, 9, 16, 7, 7, 8, 10, 13, 6, 26, 4, 19, 7, 13, 13, 8, 2, 9, 5, 16, 6, 3, 5, 7, 16, 6]",36329
5,"[24, 15, 14, 13, 12, 10, 16, 19, 19, 27, 16, 23, 13, 12, 15, 12, 13, 13, 11, 13, 11, 12, 16, 13, 16, 17, 12, 13, 16, 22, 15, 19, 23, 11, 14, 22, 12, 10, 45, 11, 14, 24, 16, 12, 13, 15, 10, 21, 10, 13, 33, 17, 9, 13, 16, 17, 14, 28, 18, 27, 17, 20, 23, 10, 12, 13, 6, 22, 14, 12, 7, 13, 19, 10]","[644, 332, 406, 380, 349, 314, 349, 382, 528, 324, 399, 505, 355, 352, 337, 326, 341, 414, 258, 373, 273, 287, 490, 458, 416, 491, 292, 320, 476, 276, 351, 429, 665, 320, 441, 553, 161, 345, 501, 326, 432, 354, 444, 319, 156, 360, 233, 520, 298, 341, 648, 285, 223, 297, 387, 442, 414, 575, 414, 565, 495, 601, 536, 316, 305, 373, 170, 502, 402, 360, 244, 363, 416, 288]","[816, 444, 462, 451, 411, 367, 479, 530, 625, 668, 525, 708, 405, 414, 435, 396, 402, 459, 334, 457, 336, 375, 579, 505, 515, 571, 374, 379, 569, 525, 476, 571, 764, 370, 514, 651, 310, 389, 1111, 359, 490, 635, 534, 398, 321, 434, 317, 712, 340, 407, 880, 463, 282, 413, 487, 558, 488, 755, 536, 786, 573, 679, 704, 367, 388, 470, 214, 681, 494, 423, 285, 454, 584, 321]","[15, 7, 7, 10, 5, 6, 6, 10, 10, 10, 5, 7, 7, 6, 10, 3, 7, 4, 6, 6, 4, 11, 9, 8, 7, 6, 2, 8, 5, 7, 2, 15, 14, 3, 5, 14, 2, 2, 27, 10, 10, 12, 8, 5, 11, 10, 6, 15, 6, 3, 22, 5, 4, 5, 9, 10, 9, 9, 13, 18, 9, 19, 6, 6, 7, 6, 4, 9, 7, 6, 1, 7, 14, 4]",36904
